t,z,V,Mach,gamma,q_total,T_surface,thickness
15.16,109384,7918.66,26.8367,0.173499,1.73455e+06,354.984,0.145932
15.18,109357,7918.96,26.8378,0.17372,1.73799e+06,355.103,0.145924
15.2,109329,7919.27,26.8388,0.173941,1.74144e+06,355.222,0.145915
15.22,109302,7919.58,26.8398,0.174161,1.7449e+06,355.342,0.145906
15.24,109275,7919.88,26.8409,0.174382,1.74837e+06,355.462,0.145897
15.26,109247,7920.19,26.8419,0.174602,1.75186e+06,355.582,0.145889
15.28,109219,7920.5,26.843,0.174823,1.75535e+06,355.702,0.14588
15.3,109192,7920.8,26.844,0.175043,1.75886e+06,355.822,0.145871
15.32,109164,7921.11,26.845,0.175264,1.76237e+06,355.943,0.145862
15.34,109137,7921.42,26.8461,0.175484,1.7659e+06,356.064,0.145854
15.36,109109,7921.73,26.8471,0.175705,1.76944e+06,356.185,0.145845
15.38,109081,7922.04,26.8482,0.175925,1.773e+06,356.307,0.145836
15.4,109053,7922.35,26.8492,0.176146,1.77656e+06,356.429,0.145827
15.42,109026,7922.66,26.8503,0.176366,1.78014e+06,356.551,0.145818
15.44,108998,7922.97,26.8513,0.176587,1.78372e+06,356.673,0.145809
15.46,108970,7923.28,26.8524,0.176807,1.78732e+06,356.795,0.1458
15.48,108942,7923.59,26.8535,0.177028,1.79093e+06,356.918,0.145791
15.5,108914,7923.91,26.8545,0.177248,1.79456e+06,357.041,0.145782
15.52,108886,7924.22,26.8556,0.177468,1.79819e+06,357.164,0.145773
15.54,108858,7924.53,26.8566,0.177689,1.80184e+06,357.288,0.145764
15.56,108830,7924.84,26.8577,0.177909,1.8055e+06,357.412,0.145755
15.58,108802,7925.16,26.8587,0.17813,1.80917e+06,357.536,0.145746
15.6,108774,7925.47,26.8598,0.17835,1.81285e+06,357.66,0.145737
15.62,108746,7925.79,26.8609,0.17857,1.81655e+06,357.785,0.145728
15.64,108717,7926.1,26.8619,0.178791,1.82025e+06,357.91,0.145719
15.66,108689,7926.42,26.863,0.179011,1.82397e+06,358.035,0.14571
15.68,108661,7926.73,26.8641,0.179232,1.8277e+06,358.16,0.145701
15.7,108633,7927.05,26.8652,0.179452,1.83145e+06,358.286,0.145692
15.72,108604,7927.36,26.8662,0.179672,1.8352e+06,358.412,0.145682
15.74,108576,7927.68,26.8673,0.179893,1.83897e+06,358.538,0.145673
15.76,108548,7928,26.8684,0.180113,1.84275e+06,358.664,0.145664
15.78,108519,7928.31,26.8694,0.180333,1.84654e+06,358.791,0.145655
15.8,108491,7928.63,26.8705,0.180553,1.85035e+06,358.918,0.145646
15.82,108462,7928.95,26.8716,0.180774,1.85417e+06,359.045,0.145636
15.84,108434,7929.27,26.8727,0.180994,1.858e+06,359.173,0.145627
15.86,108405,7929.59,26.8738,0.181214,1.86184e+06,359.3,0.145618
15.88,108376,7929.91,26.8748,0.181435,1.8657e+06,359.429,0.145608
15.9,108348,7930.23,26.8759,0.181655,1.86957e+06,359.557,0.145599
15.92,108319,7930.55,26.877,0.181875,1.87345e+06,359.685,0.14559
15.94,108290,7930.87,26.8781,0.182095,1.87734e+06,359.814,0.14558
15.96,108262,7931.19,26.8792,0.182316,1.88125e+06,359.944,0.145571
15.98,108233,7931.51,26.8803,0.182536,1.88517e+06,360.073,0.145561
16,108204,7931.83,26.8814,0.182756,1.8891e+06,360.203,0.145552
16.02,108175,7932.15,26.8825,0.182976,1.89305e+06,360.333,0.145543
16.04,108146,7932.48,26.8836,0.183196,1.89701e+06,360.463,0.145533
16.06,108117,7932.8,26.8846,0.183416,1.90098e+06,360.594,0.145524
16.08,108088,7933.12,26.8857,0.183637,1.90496e+06,360.724,0.145514
16.1,108059,7933.45,26.8868,0.183857,1.90896e+06,360.855,0.145504
16.12,108030,7933.77,26.8879,0.184077,1.91297e+06,360.987,0.145495
16.14,108001,7934.1,26.889,0.184297,1.917e+06,361.119,0.145485
16.16,107972,7934.42,26.8901,0.184517,1.92104e+06,361.251,0.145476
16.18,107943,7934.75,26.8912,0.184737,1.92509e+06,361.383,0.145466
16.2,107914,7935.07,26.8923,0.184957,1.92915e+06,361.515,0.145456
16.22,107885,7935.4,26.8935,0.185177,1.93323e+06,361.648,0.145447
16.24,107855,7935.72,26.8946,0.185398,1.93732e+06,361.781,0.145437
16.26,107826,7936.05,26.8957,0.185618,1.94143e+06,361.915,0.145427
16.28,107797,7936.38,26.8968,0.185838,1.94555e+06,362.049,0.145418
16.3,107767,7936.71,26.8979,0.186058,1.94968e+06,362.183,0.145408
16.32,107738,7937.03,26.899,0.186278,1.95383e+06,362.317,0.145398
16.34,107708,7937.36,26.9001,0.186498,1.95799e+06,362.451,0.145388
16.36,107679,7937.69,26.9012,0.186718,1.96216e+06,362.586,0.145379
16.38,107649,7938.02,26.9023,0.186938,1.96635e+06,362.722,0.145369
16.4,107620,7938.35,26.9035,0.187158,1.97055e+06,362.857,0.145359
16.42,107590,7938.68,26.9046,0.187378,1.97477e+06,362.993,0.145349
16.44,107561,7939.01,26.9057,0.187598,1.979e+06,363.129,0.145339
16.46,107531,7939.34,26.9068,0.187818,1.98325e+06,363.265,0.145329
16.48,107501,7939.67,26.9079,0.188038,1.9875e+06,363.402,0.145319
16.5,107472,7940,26.9091,0.188258,1.99178e+06,363.539,0.145309
16.52,107442,7940.34,26.9102,0.188478,1.99606e+06,363.676,0.145299
16.54,107412,7940.67,26.9113,0.188698,2.00036e+06,363.814,0.145289
16.56,107382,7940.7,26.9114,0.188721,2.00438e+06,363.952,0.145279
16.58,107353,7940.74,26.9115,0.188745,2.0084e+06,364.09,0.145269
16.6,107323,7940.77,26.9117,0.188768,2.01243e+06,364.228,0.145259
16.62,107293,7940.81,26.9118,0.188792,2.01646e+06,364.367,0.145249
16.64,107263,7940.84,26.9119,0.188815,2.02051e+06,364.506,0.145239
16.66,107233,7940.88,26.912,0.188839,2.02456e+06,364.646,0.145229
16.68,107204,7940.91,26.9121,0.188862,2.02863e+06,364.785,0.145219
16.7,107174,7940.95,26.9123,0.188886,2.0327e+06,364.925,0.145209
16.72,107144,7940.98,26.9124,0.188909,2.03678e+06,365.065,0.145199
16.74,107114,7941.01,26.9125,0.188932,2.04087e+06,365.206,0.145188
16.76,107084,7941.05,26.9126,0.188956,2.04497e+06,365.347,0.145178
16.78,107054,7941.08,26.9127,0.188979,2.04908e+06,365.488,0.145168
16.8,107025,7941.12,26.9128,0.189003,2.05319e+06,365.629,0.145158
16.82,106995,7941.15,26.913,0.189026,2.05732e+06,365.771,0.145147
16.84,106965,7941.19,26.9131,0.18905,2.06145e+06,365.913,0.145137
16.86,106935,7941.22,26.9132,0.189073,2.06559e+06,366.055,0.145127
16.88,106905,7941.26,26.9133,0.189097,2.06974e+06,366.197,0.145116
16.9,106875,7941.29,26.9134,0.18912,2.0739e+06,366.34,0.145106
16.92,106845,7941.33,26.9135,0.189144,2.07807e+06,366.483,0.145096
16.94,106816,7941.36,26.9137,0.189167,2.08225e+06,366.627,0.145085
16.96,106786,7941.4,26.9138,0.189191,2.08644e+06,366.771,0.145075
16.98,106756,7941.43,26.9139,0.189214,2.09063e+06,366.915,0.145064
17,106726,7941.47,26.914,0.189238,2.09484e+06,367.059,0.145054
17.02,106696,7941.5,26.9141,0.189261,2.09905e+06,367.204,0.145043
17.04,106666,7941.53,26.9143,0.189285,2.10327e+06,367.348,0.145033
17.06,106636,7941.57,26.9144,0.189308,2.1075e+06,367.494,0.145022
17.08,106606,7941.6,26.9145,0.189332,2.11174e+06,367.639,0.145012
17.1,106577,7941.64,26.9146,0.189355,2.11599e+06,367.785,0.145001
17.12,106547,7941.67,26.9147,0.189379,2.12025e+06,367.931,0.144991
17.14,106517,7941.71,26.9148,0.189402,2.12452e+06,368.078,0.14498
17.16,106487,7941.74,26.915,0.189426,2.1288e+06,368.225,0.144969
17.18,106457,7941.78,26.9151,0.189449,2.13308e+06,368.372,0.144959
17.2,106427,7941.81,26.9152,0.189473,2.13738e+06,368.519,0.144948
17.22,106397,7941.85,26.9153,0.189496,2.14168e+06,368.667,0.144937
17.24,106367,7941.88,26.9154,0.18952,2.146e+06,368.815,0.144927
17.26,106337,7941.92,26.9155,0.189543,2.15032e+06,368.963,0.144916
17.28,106307,7941.95,26.9157,0.189567,2.15465e+06,369.112,0.144905
17.3,106277,7941.99,26.9158,0.18959,2.159e+06,369.26,0.144894
17.32,106247,7942.02,26.9159,0.189614,2.16335e+06,369.41,0.144883
17.34,106218,7942.06,26.916,0.189637,2.16771e+06,369.559,0.144873
17.36,106188,7942.09,26.9161,0.189661,2.17208e+06,369.709,0.144862
17.38,106158,7942.12,26.9162,0.189684,2.17645e+06,369.859,0.144851
17.4,106128,7942.16,26.9164,0.189708,2.18084e+06,370.01,0.14484
17.42,106098,7942.19,26.9165,0.189731,2.18524e+06,370.161,0.144829
17.44,106068,7942.23,26.9166,0.189755,2.18965e+06,370.312,0.144818
17.46,106038,7942.26,26.9167,0.189778,2.19406e+06,370.463,0.144807
17.48,106008,7942.3,26.9168,0.189802,2.19849e+06,370.615,0.144796
17.5,105978,7942.33,26.917,0.189825,2.20293e+06,370.767,0.144785
17.52,105948,7942.37,26.9171,0.189849,2.20737e+06,370.919,0.144774
17.54,105918,7942.4,26.9172,0.189872,2.21182e+06,371.072,0.144763
17.56,105888,7942.44,26.9173,0.189896,2.21629e+06,371.225,0.144752
17.58,105858,7942.47,26.9174,0.189919,2.22076e+06,371.378,0.144741
17.6,105828,7942.51,26.9175,0.189943,2.22525e+06,371.532,0.14473
17.62,105798,7942.54,26.9177,0.189966,2.22974e+06,371.686,0.144719
17.64,105768,7942.58,26.9178,0.18999,2.23424e+06,371.84,0.144707
17.66,105738,7942.61,26.9179,0.190013,2.23875e+06,371.995,0.144696
17.68,105708,7942.65,26.918,0.190037,2.24327e+06,372.15,0.144685
17.7,105678,7942.68,26.9181,0.19006,2.24781e+06,372.305,0.144674
17.72,105648,7942.71,26.9182,0.190083,2.25235e+06,372.461,0.144663
17.74,105618,7942.75,26.9184,0.190107,2.2569e+06,372.617,0.144651
17.76,105588,7942.78,26.9185,0.19013,2.26146e+06,372.773,0.14464
17.78,105558,7942.82,26.9186,0.190154,2.26603e+06,372.93,0.144629
17.8,105528,7942.85,26.9187,0.190177,2.27061e+06,373.087,0.144617
17.82,105498,7942.89,26.9188,0.190201,2.2752e+06,373.244,0.144606
17.84,105468,7942.92,26.919,0.190224,2.2798e+06,373.401,0.144595
17.86,105438,7942.96,26.9191,0.190248,2.28441e+06,373.559,0.144583
17.88,105408,7942.99,26.9192,0.190271,2.28903e+06,373.718,0.144572
17.9,105378,7943.03,26.9193,0.190295,2.29366e+06,373.876,0.14456
17.92,105348,7943.06,26.9194,0.190318,2.2983e+06,374.035,0.144549
17.94,105318,7943.1,26.9195,0.190342,2.30295e+06,374.194,0.144537
17.96,105288,7943.13,26.9197,0.190365,2.30761e+06,374.354,0.144526
17.98,105257,7943.17,26.9198,0.190389,2.31228e+06,374.514,0.144514
18,105227,7943.2,26.9199,0.190412,2.31696e+06,374.674,0.144503
18.02,105197,7943.23,26.92,0.190436,2.32165e+06,374.835,0.144491
18.04,105167,7943.27,26.9201,0.190459,2.32635e+06,374.996,0.144479
18.06,105137,7943.3,26.9202,0.190483,2.33106e+06,375.157,0.144468
18.08,105107,7943.34,26.9204,0.190506,2.33578e+06,375.318,0.144456
18.1,105077,7943.37,26.9205,0.19053,2.34051e+06,375.48,0.144444
18.12,105047,7943.41,26.9206,0.190553,2.34525e+06,375.643,0.144433
18.14,105017,7943.44,26.9207,0.190577,2.35e+06,375.805,0.144421
18.16,104987,7943.48,26.9208,0.1906,2.35476e+06,375.968,0.144409
18.18,104957,7943.51,26.921,0.190624,2.35953e+06,376.132,0.144397
18.2,104927,7943.55,26.9211,0.190647,2.36431e+06,376.295,0.144385
18.22,104896,7943.58,26.9212,0.190671,2.3691e+06,376.459,0.144374
18.24,104866,7943.62,26.9213,0.190694,2.37391e+06,376.624,0.144362
18.26,104836,7943.65,26.9214,0.190718,2.37872e+06,376.788,0.14435
18.28,104806,7943.69,26.9215,0.190741,2.38354e+06,376.953,0.144338
18.3,104776,7943.72,26.9217,0.190765,2.38837e+06,377.119,0.144326
18.32,104746,7943.76,26.9218,0.190788,2.39322e+06,377.285,0.144314
18.34,104716,7943.79,26.9219,0.190812,2.39807e+06,377.451,0.144302
18.36,104686,7943.82,26.922,0.190835,2.40293e+06,377.617,0.14429
18.38,104655,7943.86,26.9221,0.190859,2.40781e+06,377.784,0.144278
18.4,104625,7943.89,26.9222,0.190882,2.41269e+06,377.951,0.144266
18.42,104595,7943.93,26.9224,0.190906,2.41759e+06,378.119,0.144254
18.44,104565,7943.96,26.9225,0.190929,2.4225e+06,378.286,0.144242
18.46,104535,7944,26.9226,0.190953,2.42741e+06,378.455,0.14423
18.48,104505,7944.03,26.9227,0.190976,2.43234e+06,378.623,0.144218
18.5,104475,7944.07,26.9228,0.191,2.43728e+06,378.792,0.144205
18.52,104444,7944.1,26.923,0.191023,2.44223e+06,378.961,0.144193
18.54,104414,7944.14,26.9231,0.191047,2.44719e+06,379.131,0.144181
18.56,104384,7944.17,26.9232,0.19107,2.45216e+06,379.301,0.144169
18.58,104354,7944.21,26.9233,0.191094,2.45714e+06,379.471,0.144156
18.6,104324,7944.24,26.9234,0.191117,2.46213e+06,379.642,0.144144
18.62,104293,7944.28,26.9235,0.191141,2.46713e+06,379.813,0.144132
18.64,104263,7944.31,26.9237,0.191164,2.47214e+06,379.985,0.144119
18.66,104233,7944.35,26.9238,0.191188,2.47717e+06,380.156,0.144107
18.68,104203,7944.38,26.9239,0.191211,2.4822e+06,380.329,0.144095
18.7,104173,7944.41,26.924,0.191235,2.48725e+06,380.501,0.144082
18.72,104143,7944.45,26.9241,0.191258,2.49231e+06,380.674,0.14407
18.74,104112,7944.48,26.9242,0.191282,2.49737e+06,380.847,0.144057
18.76,104082,7944.52,26.9244,0.191305,2.50245e+06,381.021,0.144045
18.78,104052,7944.55,26.9245,0.191329,2.50754e+06,381.195,0.144032
18.8,104022,7944.59,26.9246,0.191352,2.51264e+06,381.369,0.14402
18.82,103991,7944.62,26.9247,0.191376,2.51775e+06,381.544,0.144007
18.84,103961,7944.66,26.9248,0.191399,2.52287e+06,381.719,0.143994
18.86,103931,7944.69,26.925,0.191423,2.52801e+06,381.895,0.143982
18.88,103901,7944.73,26.9251,0.191446,2.53315e+06,382.07,0.143969
18.9,103871,7944.76,26.9252,0.19147,2.53831e+06,382.247,0.143956
18.92,103840,7944.8,26.9253,0.191493,2.54347e+06,382.423,0.143944
18.94,103810,7944.83,26.9254,0.191517,2.54865e+06,382.6,0.143931
18.96,103780,7944.87,26.9255,0.19154,2.55384e+06,382.778,0.143918
18.98,103750,7944.9,26.9257,0.191564,2.55904e+06,382.955,0.143905
19,103719,7944.93,26.9258,0.191587,2.56425e+06,383.133,0.143893
19.02,103689,7944.97,26.9259,0.191611,2.56948e+06,383.312,0.14388
19.04,103659,7945,26.926,0.191634,2.57471e+06,383.491,0.143867
19.06,103628,7945.04,26.9261,0.191658,2.57996e+06,383.67,0.143854
19.08,103598,7945.07,26.9262,0.191681,2.58521e+06,383.85,0.143841
19.1,103568,7945.11,26.9264,0.191705,2.59048e+06,384.03,0.143828
19.12,103538,7945.14,26.9265,0.191728,2.59576e+06,384.21,0.143815
19.14,103507,7945.18,26.9266,0.191752,2.60105e+06,384.391,0.143802
19.16,103477,7945.21,26.9267,0.191775,2.60635e+06,384.572,0.143789
19.18,103447,7945.25,26.9268,0.191799,2.61167e+06,384.754,0.143776
19.2,103417,7945.28,26.9269,0.191822,2.61699e+06,384.935,0.143763
19.22,103386,7945.32,26.9271,0.191846,2.62233e+06,385.118,0.14375
19.24,103356,7945.35,26.9272,0.191869,2.62768e+06,385.3,0.143737
19.26,103326,7945.39,26.9273,0.191893,2.63304e+06,385.484,0.143724
19.28,103295,7945.42,26.9274,0.191916,2.63841e+06,385.667,0.14371
19.3,103265,7945.45,26.9275,0.19194,2.64379e+06,385.851,0.143697
19.32,103235,7945.49,26.9277,0.191963,2.64919e+06,386.035,0.143684
19.34,103204,7945.52,26.9278,0.191987,2.65459e+06,386.22,0.143671
19.36,103174,7945.56,26.9279,0.19201,2.66001e+06,386.405,0.143657
19.38,103144,7945.59,26.928,0.192034,2.66544e+06,386.59,0.143644
19.4,103113,7945.63,26.9281,0.192057,2.67088e+06,386.776,0.143631
19.42,103083,7945.66,26.9282,0.192081,2.67634e+06,386.963,0.143617
19.44,103053,7945.7,26.9284,0.192104,2.6818e+06,387.149,0.143604
19.46,103022,7945.73,26.9285,0.192128,2.68728e+06,387.336,0.143591
19.48,102992,7945.77,26.9286,0.192151,2.69277e+06,387.524,0.143577
19.5,102962,7945.8,26.9287,0.192175,2.69827e+06,387.712,0.143564
19.52,102931,7945.84,26.9288,0.192199,2.70378e+06,387.9,0.14355
19.54,102901,7945.87,26.9289,0.192222,2.70931e+06,388.088,0.143537
19.56,102871,7945.9,26.9291,0.192246,2.71484e+06,388.277,0.143523
19.58,102840,7945.94,26.9292,0.192269,2.72039e+06,388.467,0.143509
19.6,102810,7945.97,26.9293,0.192293,2.72595e+06,388.657,0.143496
19.62,102779,7946.01,26.9294,0.192316,2.73152e+06,388.847,0.143482
19.64,102749,7946.04,26.9295,0.19234,2.73711e+06,389.038,0.143468
19.66,102719,7946.08,26.9296,0.192363,2.74271e+06,389.229,0.143455
19.68,102688,7946.11,26.9298,0.192387,2.74832e+06,389.42,0.143441
19.7,102658,7946.15,26.9299,0.19241,2.75394e+06,389.612,0.143427
19.72,102628,7946.18,26.93,0.192434,2.75957e+06,389.805,0.143413
19.74,102597,7946.22,26.9301,0.192457,2.76522e+06,389.997,0.1434
19.76,102567,7946.25,26.9302,0.192481,2.77087e+06,390.19,0.143386
19.78,102536,7946.29,26.9304,0.192504,2.77654e+06,390.384,0.143372
19.8,102506,7946.32,26.9305,0.192528,2.78223e+06,390.578,0.143358
19.82,102476,7946.35,26.9306,0.192551,2.78792e+06,390.772,0.143344
19.84,102445,7946.39,26.9307,0.192575,2.79363e+06,390.967,0.14333
19.86,102415,7946.42,26.9308,0.192598,2.79935e+06,391.162,0.143316
19.88,102384,7946.46,26.9309,0.192622,2.80508e+06,391.358,0.143302
19.9,102354,7946.49,26.9311,0.192645,2.81083e+06,391.554,0.143288
19.92,102323,7946.53,26.9312,0.192669,2.81658e+06,391.75,0.143274
19.94,102293,7946.56,26.9313,0.192692,2.82235e+06,391.947,0.14326
19.96,102263,7946.6,26.9314,0.192716,2.82813e+06,392.145,0.143246
19.98,102232,7946.63,26.9315,0.192739,2.83393e+06,392.342,0.143232
20,102202,7946.67,26.9316,0.192763,2.83974e+06,392.541,0.143217
20.02,102171,7946.7,26.9318,0.192786,2.84555e+06,392.739,0.143203
20.04,102141,7946.73,26.9319,0.19281,2.85139e+06,392.938,0.143189
20.06,102110,7946.77,26.932,0.192833,2.85723e+06,393.138,0.143175
20.08,102080,7946.8,26.9321,0.192857,2.86309e+06,393.338,0.14316
20.1,102049,7946.84,26.9322,0.19288,2.86896e+06,393.538,0.143146
20.12,102019,7946.87,26.9323,0.192904,2.87484e+06,393.739,0.143132
20.14,101988,7946.91,26.9325,0.192927,2.88074e+06,393.94,0.143117
20.16,101958,7946.94,26.9326,0.192951,2.88665e+06,394.141,0.143103
20.18,101927,7946.98,26.9327,0.192974,2.89257e+06,394.343,0.143088
20.2,101897,7947.01,26.9328,0.192998,2.89851e+06,394.546,0.143074
20.22,101867,7947.05,26.9329,0.193021,2.90445e+06,394.749,0.143059
20.24,101836,7947.08,26.933,0.193045,2.91041e+06,394.952,0.143045
20.26,101806,7947.11,26.9332,0.193068,2.91639e+06,395.156,0.14303
20.28,101775,7947.15,26.9333,0.193092,2.92237e+06,395.36,0.143016
20.3,101745,7947.18,26.9334,0.193116,2.92837e+06,395.565,0.143001
20.32,101714,7947.22,26.9335,0.193139,2.93439e+06,395.77,0.142986
20.34,101684,7947.25,26.9336,0.193163,2.94041e+06,395.975,0.142972
20.36,101653,7947.29,26.9337,0.193186,2.94645e+06,396.181,0.142957
20.38,101622,7947.32,26.9339,0.19321,2.9525e+06,396.388,0.142942
20.4,101592,7947.36,26.934,0.193233,2.95857e+06,396.595,0.142927
20.42,101561,7947.39,26.9341,0.193257,2.96464e+06,396.802,0.142913
20.44,101531,7947.43,26.9342,0.19328,2.97074e+06,397.01,0.142898
20.46,101500,7947.46,26.9343,0.193304,2.97684e+06,397.218,0.142883
20.48,101470,7947.49,26.9344,0.193327,2.98296e+06,397.427,0.142868
20.5,101439,7947.53,26.9346,0.193351,2.98909e+06,397.636,0.142853
20.52,101409,7947.56,26.9347,0.193374,2.99523e+06,397.845,0.142838
20.54,101378,7947.6,26.9348,0.193398,3.00139e+06,398.056,0.142823
20.56,101348,7947.63,26.9349,0.193421,3.00756e+06,398.266,0.142808
20.58,101317,7947.67,26.935,0.193445,3.01375e+06,398.477,0.142793
20.6,101287,7947.7,26.9352,0.193468,3.01995e+06,398.688,0.142778
20.62,101256,7947.74,26.9353,0.193492,3.02616e+06,398.9,0.142763
20.64,101225,7947.77,26.9354,0.193515,3.03239e+06,399.112,0.142748
20.66,101195,7947.8,26.9355,0.193539,3.03862e+06,399.325,0.142732
20.68,101164,7947.84,26.9356,0.193562,3.04488e+06,399.538,0.142717
20.7,101134,7947.87,26.9357,0.193586,3.05114e+06,399.752,0.142702
20.72,101103,7947.91,26.9359,0.193609,3.05742e+06,399.966,0.142687
20.74,101073,7947.94,26.936,0.193633,3.06372e+06,400.181,0.142671
20.76,101042,7947.98,26.9361,0.193656,3.07002e+06,400.396,0.142656
20.78,101011,7948.01,26.9362,0.19368,3.07635e+06,400.612,0.142641
20.8,100981,7948.05,26.9363,0.193704,3.08268e+06,400.828,0.142625
20.82,100950,7948.08,26.9364,0.193727,3.08903e+06,401.044,0.14261
20.84,100920,7948.11,26.9366,0.193751,3.09539e+06,401.261,0.142594
20.86,100889,7948.15,26.9367,0.193774,3.10177e+06,401.478,0.142579
20.88,100858,7948.18,26.9368,0.193798,3.10816e+06,401.696,0.142563
20.9,100828,7948.22,26.9369,0.193821,3.11456e+06,401.915,0.142548
20.92,100797,7948.25,26.937,0.193845,3.12098e+06,402.134,0.142532
20.94,100766,7948.29,26.9371,0.193868,3.12741e+06,402.353,0.142516
20.96,100736,7948.32,26.9373,0.193892,3.13386e+06,402.573,0.142501
20.98,100705,7948.36,26.9374,0.193915,3.14032e+06,402.793,0.142485
21,100675,7948.39,26.9375,0.193939,3.1468e+06,403.014,0.142469
21.02,100644,7948.42,26.9376,0.193962,3.15328e+06,403.235,0.142454
21.04,100613,7948.46,26.9377,0.193986,3.15979e+06,403.457,0.142438
21.06,100583,7948.49,26.9378,0.194009,3.1663e+06,403.679,0.142422
21.08,100552,7948.53,26.938,0.194033,3.17284e+06,403.901,0.142406
21.1,100521,7948.56,26.9381,0.194056,3.17938e+06,404.125,0.14239
21.12,100491,7948.6,26.9382,0.19408,3.18594e+06,404.348,0.142374
21.14,100460,7948.63,26.9383,0.194104,3.19252e+06,404.572,0.142358
21.16,100429,7948.67,26.9384,0.194127,3.1991e+06,404.797,0.142342
21.18,100399,7948.7,26.9385,0.194151,3.20571e+06,405.022,0.142326
21.2,100368,7948.73,26.9386,0.194174,3.21233e+06,405.248,0.14231
21.22,100337,7948.77,26.9388,0.194198,3.21896e+06,405.474,0.142294
21.24,100307,7948.8,26.9389,0.194221,3.2256e+06,405.7,0.142278
21.26,100276,7948.84,26.939,0.194245,3.23226e+06,405.927,0.142262
21.28,100245,7948.87,26.9391,0.194268,3.23894e+06,406.155,0.142246
21.3,100215,7948.91,26.9392,0.194292,3.24563e+06,406.383,0.14223
21.32,100184,7948.94,26.9393,0.194315,3.25234e+06,406.612,0.142213
21.34,100153,7948.97,26.9395,0.194339,3.25905e+06,406.841,0.142197
21.36,100122,7949.01,26.9396,0.194362,3.26579e+06,407.07,0.142181
21.38,100092,7949.04,26.9397,0.194386,3.27254e+06,407.3,0.142164
21.4,100061,7949.08,26.9398,0.194409,3.2793e+06,407.531,0.142148
21.42,100030,7949.11,26.9399,0.194433,3.28608e+06,407.762,0.142131
21.44,99999.6,7949.15,26.94,0.194456,3.29287e+06,407.994,0.142115
21.46,99968.9,7949.18,26.9402,0.19448,3.29968e+06,408.226,0.142099
21.48,99938.2,7949.21,26.9403,0.194504,3.3065e+06,408.458,0.142082
21.5,99907.5,7949.25,26.9404,0.194527,3.31334e+06,408.691,0.142065
21.52,99876.7,7949.28,26.9405,0.194551,3.3202e+06,408.925,0.142049
21.54,99846,7949.32,26.9406,0.194574,3.32706e+06,409.159,0.142032
21.56,99815.2,7949.35,26.9407,0.194598,3.33395e+06,409.394,0.142016
21.58,99784.5,7949.39,26.9409,0.194621,3.34085e+06,409.629,0.141999
21.6,99753.7,7949.42,26.941,0.194645,3.34776e+06,409.864,0.141982
21.62,99723,7949.45,26.9411,0.194668,3.35469e+06,410.101,0.141965
21.64,99692.2,7949.49,26.9412,0.194692,3.36163e+06,410.337,0.141949
21.66,99661.5,7949.52,26.9413,0.194715,3.36859e+06,410.574,0.141932
21.68,99630.7,7949.56,26.9414,0.194739,3.37556e+06,410.812,0.141915
21.7,99599.9,7949.59,26.9416,0.194762,3.38255e+06,411.05,0.141898
21.72,99569.2,7949.63,26.9417,0.194786,3.38956e+06,411.289,0.141881
21.74,99538.4,7949.66,26.9418,0.19481,3.39658e+06,411.529,0.141864
21.76,99507.6,7949.69,26.9419,0.194833,3.40361e+06,411.768,0.141847
21.78,99476.8,7949.73,26.942,0.194857,3.41066e+06,412.009,0.14183
21.8,99446,7949.76,26.9421,0.19488,3.41773e+06,412.25,0.141813
21.82,99415.2,7949.8,26.9422,0.194904,3.42481e+06,412.491,0.141796
21.84,99384.5,7949.83,26.9424,0.194927,3.43191e+06,412.733,0.141779
21.86,99353.7,7949.86,26.9425,0.194951,3.43902e+06,412.975,0.141761
21.88,99322.9,7949.9,26.9426,0.194974,3.44615e+06,413.218,0.141744
21.9,99292,7949.93,26.9427,0.194998,3.4533e+06,413.462,0.141727
21.92,99261.2,7949.97,26.9428,0.195021,3.46046e+06,413.706,0.14171
21.94,99230.4,7950,26.9429,0.195045,3.46763e+06,413.95,0.141692
21.96,99199.6,7950.04,26.9431,0.195069,3.47482e+06,414.196,0.141675
21.98,99168.8,7950.07,26.9432,0.195092,3.48203e+06,414.441,0.141658
22,99138,7950.1,26.9433,0.195116,3.48925e+06,414.687,0.14164
22.02,99107.1,7950.14,26.9434,0.195139,3.49649e+06,414.934,0.141623
22.04,99076.3,7950.17,26.9435,0.195163,3.50375e+06,415.181,0.141605
22.06,99045.5,7950.21,26.9436,0.195186,3.51102e+06,415.429,0.141588
22.08,99014.6,7950.24,26.9438,0.19521,3.5183e+06,415.678,0.14157
22.1,98983.8,7950.27,26.9439,0.195233,3.52561e+06,415.927,0.141552
22.12,98952.9,7950.31,26.944,0.195257,3.53292e+06,416.176,0.141535
22.14,98922.1,7950.34,26.9441,0.19528,3.54026e+06,416.426,0.141517
22.16,98891.2,7950.38,26.9442,0.195304,3.54761e+06,416.677,0.141499
22.18,98860.4,7950.41,26.9443,0.195328,3.55498e+06,416.928,0.141482
22.2,98829.5,7950.44,26.9444,0.195351,3.56236e+06,417.179,0.141464
22.22,98798.6,7950.48,26.9446,0.195375,3.56976e+06,417.432,0.141446
22.24,98767.8,7950.51,26.9447,0.195398,3.57718e+06,417.684,0.141428
22.26,98736.9,7950.55,26.9448,0.195422,3.58461e+06,417.938,0.14141
22.28,98706,7950.58,26.9449,0.195445,3.59206e+06,418.192,0.141392
22.3,98675.1,7950.61,26.945,0.195469,3.59952e+06,418.446,0.141374
