t,z,V,Mach,gamma,q_total,T_surface,thickness
29.18,87825.1,7961.41,26.9816,0.203631,7.46059e+06,551.418,0.13228
29.2,87792.9,7961.44,26.9817,0.203655,7.47673e+06,551.983,0.132242
29.22,87760.7,7961.46,26.9818,0.203679,7.4929e+06,552.549,0.132205
29.24,87728.5,7961.49,26.9819,0.203703,7.50911e+06,553.117,0.132167
29.26,87696.3,7961.52,26.982,0.203727,7.52536e+06,553.686,0.13213
29.28,87664,7961.54,26.9821,0.203752,7.54165e+06,554.256,0.132092
29.3,87631.8,7961.57,26.9822,0.203776,7.55797e+06,554.828,0.132054
29.32,87599.6,7961.6,26.9822,0.2038,7.57433e+06,555.401,0.132016
29.34,87567.4,7961.62,26.9823,0.203824,7.59073e+06,555.976,0.131978
29.36,87535.1,7961.65,26.9824,0.203848,7.60716e+06,556.552,0.13194
29.38,87502.9,7961.68,26.9825,0.203872,7.62363e+06,557.129,0.131902
29.4,87470.7,7961.7,26.9826,0.203896,7.64014e+06,557.708,0.131864
29.42,87438.4,7961.73,26.9827,0.20392,7.65669e+06,558.288,0.131826
29.44,87406.2,7961.75,26.9828,0.203945,7.67327e+06,558.87,0.131788
29.46,87373.9,7961.78,26.9829,0.203969,7.6899e+06,559.453,0.131749
29.48,87341.7,7961.81,26.983,0.203993,7.70656e+06,560.037,0.131711
29.5,87309.4,7961.83,26.983,0.204017,7.72325e+06,560.623,0.131672
29.52,87277.1,7961.86,26.9831,0.204041,7.73999e+06,561.211,0.131633
29.54,87244.9,7961.88,26.9832,0.204065,7.75676e+06,561.8,0.131595
29.56,87212.6,7961.91,26.9833,0.204089,7.77358e+06,562.39,0.131556
29.58,87180.3,7961.94,26.9834,0.204114,7.79043e+06,562.982,0.131517
29.6,87148,7961.96,26.9835,0.204138,7.80732e+06,563.575,0.131478
29.62,87115.8,7961.99,26.9836,0.204162,7.82424e+06,564.17,0.131439
29.64,87083.5,7962.01,26.9837,0.204186,7.84121e+06,564.766,0.1314
29.66,87051.2,7962.04,26.9837,0.20421,7.85822e+06,565.363,0.13136
29.68,87018.9,7962.07,26.9838,0.204235,7.87526e+06,565.963,0.131321
29.7,86986.6,7962.09,26.9839,0.204259,7.89234e+06,566.563,0.131281
29.72,86954.3,7962.12,26.984,0.204283,7.90946e+06,567.165,0.131242
29.74,86922,7962.14,26.9841,0.204307,7.92662e+06,567.769,0.131202
29.76,86889.7,7962.17,26.9842,0.204331,7.94382e+06,568.374,0.131163
29.78,86857.3,7962.19,26.9843,0.204356,7.96106e+06,568.98,0.131123
29.8,86825,7962.22,26.9844,0.20438,7.97834e+06,569.588,0.131083
29.82,86792.7,7962.24,26.9844,0.204404,7.99566e+06,570.198,0.131043
29.84,86760.4,7962.27,26.9845,0.204428,8.01302e+06,570.809,0.131003
29.86,86728,7962.3,26.9846,0.204452,8.03041e+06,571.421,0.130963
29.88,86695.7,7962.32,26.9847,0.204477,8.04785e+06,572.036,0.130923
29.9,86663.4,7962.35,26.9848,0.204501,8.06532e+06,572.651,0.130882
29.92,86631,7962.37,26.9849,0.204525,8.08284e+06,573.268,0.130842
29.94,86598.7,7962.4,26.985,0.204549,8.1004e+06,573.887,0.130802
29.96,86566.3,7962.42,26.985,0.204574,8.11799e+06,574.507,0.130761
29.98,86534,7962.45,26.9851,0.204598,8.13563e+06,575.129,0.13072
30,86501.6,7962.47,26.9852,0.204622,8.1533e+06,575.752,0.13068
30.02,86469.3,7962.5,26.9853,0.204647,8.17102e+06,576.377,0.130639
30.04,86436.9,7962.52,26.9854,0.204671,8.18878e+06,577.003,0.130598
30.06,86404.5,7962.55,26.9855,0.204695,8.20658e+06,577.631,0.130557
30.08,86372.2,7962.57,26.9855,0.204719,8.22442e+06,578.261,0.130516
30.1,86339.8,7962.6,26.9856,0.204744,8.24229e+06,578.892,0.130475
30.12,86307.4,7962.62,26.9857,0.204768,8.26021e+06,579.524,0.130433
30.14,86275,7962.64,26.9858,0.204792,8.27818e+06,580.159,0.130392
30.16,86242.6,7962.67,26.9859,0.204817,8.29618e+06,580.794,0.130351
30.18,86210.2,7962.69,26.986,0.204841,8.31422e+06,581.432,0.130309
30.2,86177.8,7962.72,26.986,0.204865,8.33231e+06,582.071,0.130267
30.22,86145.4,7962.74,26.9861,0.20489,8.35043e+06,582.711,0.130226
30.24,86113,7962.77,26.9862,0.204914,8.3686e+06,583.353,0.130184
30.26,86080.6,7962.79,26.9863,0.204938,8.38681e+06,583.997,0.130142
30.28,86048.2,7962.82,26.9864,0.204963,8.40506e+06,584.642,0.1301
30.3,86015.8,7962.84,26.9865,0.204987,8.42335e+06,585.289,0.130058
30.32,85983.4,7962.86,26.9865,0.205011,8.44168e+06,585.938,0.130016
30.34,85951,7962.89,26.9866,0.205036,8.46006e+06,586.588,0.129973
30.36,85918.5,7962.91,26.9867,0.20506,8.47848e+06,587.24,0.129931
30.38,85886.1,7962.94,26.9868,0.205085,8.49694e+06,587.894,0.129889
30.4,85853.7,7962.96,26.9869,0.205109,8.51544e+06,588.549,0.129846
30.42,85821.2,7962.98,26.9869,0.205133,8.53398e+06,589.205,0.129803
30.44,85788.8,7963.01,26.987,0.205158,8.55257e+06,589.864,0.129761
30.46,85756.3,7963.03,26.9871,0.205182,8.5712e+06,590.524,0.129718
30.48,85723.9,7963.06,26.9872,0.205207,8.58987e+06,591.185,0.129675
30.5,85691.4,7963.08,26.9873,0.205231,8.60859e+06,591.849,0.129632
30.52,85659,7963.1,26.9873,0.205255,8.62734e+06,592.514,0.129589
30.54,85626.5,7963.13,26.9874,0.20528,8.64614e+06,593.181,0.129546
30.56,85594,7963.15,26.9875,0.205304,8.66499e+06,593.849,0.129502
30.58,85561.6,7963.17,26.9876,0.205329,8.68387e+06,594.519,0.129459
30.6,85529.1,7963.2,26.9877,0.205353,8.7028e+06,595.191,0.129415
30.62,85496.6,7963.22,26.9877,0.205378,8.72178e+06,595.864,0.129372
30.64,85464.1,7963.24,26.9878,0.205402,8.74079e+06,596.539,0.129328
30.66,85431.7,7963.27,26.9879,0.205427,8.75985e+06,597.216,0.129284
30.68,85399.2,7963.29,26.988,0.205451,8.77896e+06,597.895,0.129241
30.7,85366.7,7963.31,26.9881,0.205476,8.7981e+06,598.575,0.129197
30.72,85334.2,7963.34,26.9881,0.2055,8.8173e+06,599.257,0.129153
30.74,85301.7,7963.36,26.9882,0.205525,8.83653e+06,599.94,0.129108
30.76,85269.2,7963.38,26.9883,0.205549,8.85581e+06,600.626,0.129064
30.78,85236.7,7963.41,26.9884,0.205574,8.87513e+06,601.313,0.12902
30.8,85204.2,7963.43,26.9884,0.205598,8.8945e+06,602.002,0.128975
30.82,85171.6,7963.45,26.9885,0.205623,8.91392e+06,602.692,0.128931
30.84,85139.1,7963.47,26.9886,0.205647,8.93337e+06,603.385,0.128886
30.86,85106.6,7963.5,26.9887,0.205672,8.95287e+06,604.079,0.128842
30.88,85074.1,7963.52,26.9888,0.205696,8.97242e+06,604.775,0.128797
30.9,85041.5,7963.54,26.9888,0.205721,8.99201e+06,605.472,0.128752
30.92,85009,7963.56,26.9889,0.205745,9.01165e+06,606.171,0.128707
30.94,84976.4,7963.59,26.989,0.20577,9.03133e+06,606.873,0.128662
30.96,84943.9,7963.61,26.9891,0.205794,9.05105e+06,607.576,0.128616
30.98,84911.4,7963.63,26.9891,0.205819,9.07082e+06,608.28,0.128571
31,84878.8,7963.65,26.9892,0.205844,9.09064e+06,608.987,0.128526
31.02,84846.2,7963.68,26.9893,0.205868,9.1105e+06,609.695,0.12848
31.04,84813.7,7963.7,26.9894,0.205893,9.13041e+06,610.405,0.128435
31.06,84781.1,7963.72,26.9894,0.205917,9.15036e+06,611.117,0.128389
31.08,84748.6,7963.74,26.9895,0.205942,9.17036e+06,611.831,0.128343
31.1,84716,7963.77,26.9896,0.205967,9.19041e+06,612.546,0.128297
31.12,84683.4,7963.79,26.9897,0.205991,9.2105e+06,613.263,0.128251
31.14,84650.8,7963.81,26.9897,0.206016,9.23064e+06,613.983,0.128205
31.16,84618.2,7963.83,26.9898,0.206041,9.25082e+06,614.704,0.128159
31.18,84585.7,7963.85,26.9899,0.206065,9.27105e+06,615.426,0.128112
31.2,84553.1,7963.87,26.99,0.20609,9.29133e+06,616.151,0.128066
31.22,84520.5,7963.9,26.99,0.206115,9.31165e+06,616.877,0.128019
31.24,84487.9,7963.92,26.9901,0.206139,9.33202e+06,617.606,0.127973
31.26,84455.3,7963.94,26.9902,0.206164,9.35243e+06,618.336,0.127926
31.28,84422.7,7963.96,26.9903,0.206189,9.3729e+06,619.068,0.127879
31.3,84390,7963.98,26.9903,0.206214,9.39341e+06,619.802,0.127832
31.32,84357.4,7964,26.9904,0.206238,9.41397e+06,620.538,0.127785
31.34,84324.8,7964.03,26.9905,0.206263,9.43457e+06,621.276,0.127738
31.36,84292.2,7964.05,26.9905,0.206288,9.45522e+06,622.015,0.127691
31.38,84259.6,7964.07,26.9906,0.206312,9.47592e+06,622.757,0.127644
31.4,84226.9,7964.09,26.9907,0.206337,9.49667e+06,623.5,0.127596
31.42,84194.3,7964.11,26.9908,0.206362,9.51746e+06,624.245,0.127549
31.44,84161.7,7964.13,26.9908,0.206387,9.5383e+06,624.992,0.127501
31.46,84129,7964.15,26.9909,0.206412,9.55919e+06,625.741,0.127453
31.48,84096.4,7964.17,26.991,0.206436,9.58013e+06,626.493,0.127405
31.5,84063.7,7964.19,26.991,0.206461,9.60112e+06,627.245,0.127357
31.52,84031.1,7964.22,26.9911,0.206486,9.62215e+06,628,0.127309
31.54,83998.4,7964.24,26.9912,0.206511,9.64324e+06,628.757,0.127261
31.56,83965.7,7964.26,26.9913,0.206536,9.66437e+06,629.516,0.127213
31.58,83933.1,7964.28,26.9913,0.20656,9.68555e+06,630.277,0.127165
31.6,83900.4,7964.3,26.9914,0.206585,9.70678e+06,631.039,0.127116
31.62,83867.7,7964.32,26.9915,0.20661,9.72806e+06,631.804,0.127067
31.64,83835,7964.34,26.9915,0.206635,9.74938e+06,632.57,0.127019
31.66,83802.4,7964.36,26.9916,0.20666,9.77076e+06,633.339,0.12697
31.68,83769.7,7964.38,26.9917,0.206685,9.79218e+06,634.11,0.126921
31.7,83737,7964.4,26.9917,0.20671,9.81366e+06,634.882,0.126872
31.72,83704.3,7964.42,26.9918,0.206735,9.83518e+06,635.657,0.126823
31.74,83671.6,7964.44,26.9919,0.20676,9.85676e+06,636.433,0.126774
31.76,83638.9,7964.46,26.9919,0.206784,9.87838e+06,637.212,0.126724
31.78,83606.2,7964.48,26.992,0.206809,9.90005e+06,637.992,0.126675
31.8,83573.5,7964.5,26.9921,0.206834,9.92178e+06,638.775,0.126625
31.82,83540.8,7964.52,26.9922,0.206859,9.94355e+06,639.559,0.126576
31.84,83508,7964.54,26.9922,0.206884,9.96537e+06,640.346,0.126526
31.86,83475.3,7964.56,26.9923,0.206909,9.98724e+06,641.135,0.126476
31.88,83442.6,7964.58,26.9924,0.206934,1.00092e+07,641.925,0.126426
31.9,83409.9,7964.6,26.9924,0.206959,1.00311e+07,642.718,0.126376
31.92,83377.1,7964.62,26.9925,0.206984,1.00532e+07,643.513,0.126326
31.94,83344.4,7964.64,26.9926,0.207009,1.00752e+07,644.31,0.126275
31.96,83311.7,7964.66,26.9926,0.207034,1.00974e+07,645.108,0.126225
31.98,83278.9,7964.68,26.9927,0.207059,1.01195e+07,645.909,0.126174
32,83246.2,7964.7,26.9928,0.207084,1.01418e+07,646.712,0.126124
32.02,83213.4,7964.72,26.9928,0.207109,1.01641e+07,647.518,0.126073
32.04,83180.6,7964.74,26.9929,0.207135,1.01864e+07,648.325,0.126022
32.06,83147.9,7964.76,26.9929,0.20716,1.02088e+07,649.134,0.125971
32.08,83115.1,7964.77,26.993,0.207185,1.02312e+07,649.946,0.12592
32.1,83082.3,7964.79,26.9931,0.20721,1.02537e+07,650.759,0.125869
32.12,83049.6,7964.81,26.9931,0.207235,1.02762e+07,651.575,0.125817
32.14,83016.8,7964.83,26.9932,0.20726,1.02988e+07,652.393,0.125766
32.16,82984,7964.85,26.9933,0.207285,1.03215e+07,653.213,0.125714
32.18,82951.2,7964.87,26.9933,0.20731,1.03442e+07,654.035,0.125663
32.2,82918.4,7964.89,26.9934,0.207336,1.03669e+07,654.859,0.125611
32.22,82885.6,7964.91,26.9935,0.207361,1.03897e+07,655.685,0.125559
32.24,82852.8,7964.93,26.9935,0.207386,1.04126e+07,656.514,0.125507
32.26,82820,7964.94,26.9936,0.207411,1.04355e+07,657.344,0.125455
32.28,82787.2,7964.96,26.9937,0.207436,1.04584e+07,658.177,0.125403
32.3,82754.4,7964.98,26.9937,0.207462,1.04814e+07,659.012,0.12535
32.32,82721.6,7965,26.9938,0.207487,1.05045e+07,659.849,0.125298
32.34,82688.8,7965.02,26.9938,0.207512,1.05276e+07,660.689,0.125245
32.36,82656,7965.04,26.9939,0.207537,1.05508e+07,661.53,0.125192
32.38,82623.1,7965.05,26.994,0.207563,1.0574e+07,662.374,0.12514
32.4,82590.3,7965.07,26.994,0.207588,1.05973e+07,663.22,0.125087
32.42,82557.5,7965.09,26.9941,0.207613,1.06206e+07,664.068,0.125034
32.44,82524.6,7965.11,26.9941,0.207639,1.0644e+07,664.919,0.12498
32.46,82491.8,7965.13,26.9942,0.207664,1.06674e+07,665.772,0.124927
32.48,82459,7965.15,26.9943,0.207689,1.06909e+07,666.627,0.124874
32.5,82426.1,7965.16,26.9943,0.207715,1.07145e+07,667.484,0.12482
32.52,82393.3,7965.18,26.9944,0.20774,1.07381e+07,668.343,0.124767
32.54,82360.4,7965.2,26.9944,0.207765,1.07617e+07,669.205,0.124713
32.56,82327.5,7965.22,26.9945,0.207791,1.07855e+07,670.069,0.124659
32.58,82294.7,7965.23,26.9946,0.207816,1.08092e+07,670.935,0.124605
32.6,82261.8,7965.25,26.9946,0.207842,1.0833e+07,671.804,0.124551
32.62,82228.9,7965.27,26.9947,0.207867,1.08569e+07,672.674,0.124497
32.64,82196,7965.29,26.9947,0.207892,1.08809e+07,673.548,0.124442
32.66,82163.2,7965.3,26.9948,0.207918,1.09048e+07,674.423,0.124388
32.68,82130.3,7965.32,26.9949,0.207943,1.09289e+07,675.301,0.124333
32.7,82097.4,7965.34,26.9949,0.207969,1.0953e+07,676.181,0.124278
32.72,82064.5,7965.36,26.995,0.207994,1.09771e+07,677.063,0.124224
32.74,82031.6,7965.37,26.995,0.20802,1.10014e+07,677.948,0.124169
32.76,81998.7,7965.39,26.9951,0.208045,1.10256e+07,678.835,0.124114
32.78,81965.8,7965.41,26.9952,0.208071,1.10499e+07,679.724,0.124058
32.8,81932.9,7965.42,26.9952,0.208097,1.10743e+07,680.616,0.124003
32.82,81900,7965.44,26.9953,0.208122,1.10988e+07,681.51,0.123948
32.84,81867,7965.46,26.9953,0.208148,1.11233e+07,682.407,0.123892
32.86,81834.1,7965.47,26.9954,0.208173,1.11478e+07,683.306,0.123836
32.88,81801.2,7965.49,26.9954,0.208199,1.11724e+07,684.207,0.123781
32.9,81768.3,7965.51,26.9955,0.208225,1.11971e+07,685.11,0.123725
32.92,81735.3,7965.52,26.9955,0.20825,1.12218e+07,686.016,0.123669
32.94,81702.4,7965.54,26.9956,0.208276,1.12466e+07,686.925,0.123612
32.96,81669.4,7965.56,26.9957,0.208302,1.12714e+07,687.836,0.123556
32.98,81636.5,7965.57,26.9957,0.208327,1.12963e+07,688.749,0.1235
33,81603.5,7965.59,26.9958,0.208353,1.13213e+07,689.665,0.123443
33.02,81570.6,7965.61,26.9958,0.208379,1.13463e+07,690.583,0.123387
33.04,81537.6,7965.62,26.9959,0.208405,1.13713e+07,691.504,0.12333
33.06,81504.7,7965.64,26.9959,0.20843,1.13965e+07,692.427,0.123273
33.08,81471.7,7965.65,26.996,0.208456,1.14216e+07,693.352,0.123216
33.1,81438.7,7965.67,26.996,0.208482,1.14469e+07,694.28,0.123159
33.12,81405.7,7965.69,26.9961,0.208508,1.14722e+07,695.211,0.123101
33.14,81372.8,7965.7,26.9962,0.208534,1.14975e+07,696.144,0.123044
33.16,81339.8,7965.72,26.9962,0.208559,1.1523e+07,697.079,0.122986
33.18,81306.8,7965.73,26.9963,0.208585,1.15484e+07,698.017,0.122929
33.2,81273.8,7965.75,26.9963,0.208611,1.1574e+07,698.958,0.122871
33.22,81240.8,7965.76,26.9964,0.208637,1.15996e+07,699.901,0.122813
33.24,81207.8,7965.78,26.9964,0.208663,1.16252e+07,700.846,0.122755
33.26,81174.8,7965.8,26.9965,0.208689,1.16509e+07,701.794,0.122697
33.28,81141.8,7965.81,26.9965,0.208715,1.16767e+07,702.745,0.122638
33.3,81108.8,7965.83,26.9966,0.208741,1.17025e+07,703.698,0.12258
33.32,81075.8,7965.84,26.9966,0.208767,1.17284e+07,704.654,0.122521
33.34,81042.7,7965.86,26.9967,0.208793,1.17544e+07,705.612,0.122463
33.36,81009.7,7965.87,26.9967,0.208819,1.17804e+07,706.573,0.122404
33.38,80976.7,7965.89,26.9968,0.208845,1.18065e+07,707.537,0.122345
33.4,80943.7,7965.9,26.9968,0.208871,1.18326e+07,708.503,0.122286
33.42,80910.6,7965.92,26.9969,0.208897,1.18588e+07,709.471,0.122226
33.44,80877.6,7965.93,26.9969,0.208923,1.18851e+07,710.443,0.122167
33.46,80844.5,7965.95,26.997,0.208949,1.19114e+07,711.416,0.122108
33.48,80811.5,7965.96,26.997,0.208975,1.19378e+07,712.393,0.122048
33.5,80778.4,7965.98,26.9971,0.209001,1.19642e+07,713.372,0.121988
33.52,80745.4,7965.99,26.9971,0.209028,1.19907e+07,714.354,0.121928
33.54,80712.3,7966.01,26.9972,0.209054,1.20173e+07,715.338,0.121868
33.56,80679.2,7966.02,26.9972,0.20908,1.20439e+07,716.326,0.121808
33.58,80646.2,7966.04,26.9973,0.209106,1.20706e+07,717.315,0.121748
33.6,80613.1,7966.05,26.9973,0.209132,1.20974e+07,718.308,0.121688
33.62,80580,7966.06,26.9974,0.209159,1.21242e+07,719.303,0.121627
33.64,80546.9,7966.08,26.9974,0.209185,1.21511e+07,720.301,0.121566
33.66,80513.8,7966.09,26.9975,0.209211,1.2178e+07,721.302,0.121505
33.68,80480.7,7966.11,26.9975,0.209238,1.2205e+07,722.305,0.121445
33.7,80447.7,7966.12,26.9976,0.209264,1.22321e+07,723.311,0.121383
33.72,80414.6,7966.14,26.9976,0.20929,1.22592e+07,724.32,0.121322
33.74,80381.5,7966.15,26.9977,0.209317,1.22864e+07,725.331,0.121261
33.76,80348.3,7966.16,26.9977,0.209343,1.23136e+07,726.345,0.121199
33.78,80315.2,7966.18,26.9978,0.20937,1.2341e+07,727.362,0.121138
33.8,80282.1,7966.19,26.9978,0.209396,1.23683e+07,728.382,0.121076
33.82,80249,7966.21,26.9979,0.209422,1.23958e+07,729.405,0.121014
33.84,80215.9,7966.22,26.9979,0.209449,1.24233e+07,730.43,0.120952
33.86,80182.7,7966.23,26.998,0.209475,1.24509e+07,731.458,0.12089
33.88,80149.6,7966.25,26.998,0.209502,1.24785e+07,732.489,0.120827
33.9,80116.5,7966.26,26.9981,0.209529,1.25062e+07,733.523,0.120765
33.92,80083.3,7966.28,26.9981,0.209555,1.2534e+07,734.56,0.120702
33.94,80050.2,7966.29,26.9981,0.209582,1.25618e+07,735.599,0.12064
33.96,80017,7966.3,26.9982,0.209608,1.25897e+07,736.641,0.120577
33.98,79983.9,7966.32,26.9982,0.209635,1.26177e+07,737.687,0.120514
34,79950.7,7966.33,26.9983,0.209662,1.26457e+07,738.735,0.120451
34.02,79917.6,7966.34,26.9983,0.209688,1.26738e+07,739.786,0.120387
34.04,79884.4,7966.36,26.9984,0.209715,1.2702e+07,740.839,0.120324
34.06,79851.2,7966.37,26.9984,0.209742,1.27302e+07,741.896,0.12026
34.08,79818,7966.38,26.9985,0.209769,1.27585e+07,742.956,0.120197
34.1,79784.9,7966.4,26.9985,0.209795,1.27869e+07,744.018,0.120133
34.12,79751.7,7966.41,26.9986,0.209822,1.28153e+07,745.083,0.120069
34.14,79718.5,7966.42,26.9986,0.209849,1.28438e+07,746.152,0.120005
34.16,79685.3,7966.44,26.9986,0.209876,1.28723e+07,747.223,0.11994
34.18,79652.1,7966.45,26.9987,0.209903,1.2901e+07,748.297,0.119876
34.2,79618.9,7966.46,26.9987,0.20993,1.29297e+07,749.375,0.119811
34.22,79585.7,7966.48,26.9988,0.209957,1.29584e+07,750.455,0.119747
34.24,79552.5,7966.49,26.9988,0.209983,1.29872e+07,751.538,0.119682
34.26,79519.3,7966.5,26.9989,0.21001,1.30161e+07,752.624,0.119617
34.28,79486.1,7966.51,26.9989,0.210037,1.30451e+07,753.713,0.119552
34.3,79452.8,7966.53,26.999,0.210064,1.30741e+07,754.805,0.119486
34.32,79419.6,7966.54,26.999,0.210091,1.31032e+07,755.901,0.119421
34.34,79386.4,7966.55,26.999,0.210119,1.31324e+07,756.999,0.119355
34.36,79353.1,7966.57,26.9991,0.210146,1.31616e+07,758.1,0.11929
34.38,79319.9,7966.58,26.9991,0.210173,1.31909e+07,759.204,0.119224
34.4,79286.7,7966.59,26.9992,0.2102,1.32203e+07,760.312,0.119158
34.42,79253.4,7966.6,26.9992,0.210227,1.32498e+07,761.422,0.119092
34.44,79220.2,7966.62,26.9993,0.210254,1.32793e+07,762.536,0.119025
34.46,79186.9,7966.63,26.9993,0.210281,1.33089e+07,763.652,0.118959
34.48,79153.6,7966.64,26.9993,0.210309,1.33385e+07,764.772,0.118892
34.5,79120.4,7966.65,26.9994,0.210336,1.33682e+07,765.895,0.118826
34.52,79087.1,7966.67,26.9994,0.210363,1.3398e+07,767.021,0.118759
34.54,79053.8,7966.68,26.9995,0.210391,1.34279e+07,768.15,0.118692
34.56,79020.6,7966.69,26.9995,0.210418,1.34578e+07,769.283,0.118624
34.58,78987.3,7966.7,26.9995,0.210445,1.34878e+07,770.418,0.118557
34.6,78954,7966.72,26.9996,0.210473,1.35179e+07,771.557,0.11849
34.62,78920.7,7966.73,26.9996,0.2105,1.3548e+07,772.698,0.118422
34.64,78887.4,7966.74,26.9997,0.210528,1.35782e+07,773.843,0.118354
34.66,78854.1,7966.75,26.9997,0.210555,1.36085e+07,774.992,0.118286
34.68,78820.8,7966.76,26.9998,0.210583,1.36389e+07,776.143,0.118218
34.7,78787.5,7966.78,26.9998,0.21061,1.36693e+07,777.298,0.11815
34.72,78754.2,7966.79,26.9998,0.210638,1.36998e+07,778.456,0.118081
34.74,78720.9,7966.8,26.9999,0.210665,1.37304e+07,779.617,0.118013
34.76,78687.5,7966.81,26.9999,0.210693,1.3761e+07,780.781,0.117944
34.78,78654.2,7966.83,27,0.210721,1.37917e+07,781.949,0.117875
34.8,78620.9,7966.84,27,0.210748,1.38225e+07,783.12,0.117806
34.82,78587.6,7966.85,27,0.210776,1.38534e+07,784.294,0.117737
34.84,78554.2,7966.86,27.0001,0.210804,1.38843e+07,785.472,0.117668
34.86,78520.9,7966.87,27.0001,0.210832,1.39153e+07,786.653,0.117598
34.88,78487.5,7966.89,27.0002,0.21086,1.39464e+07,787.837,0.117529
34.9,78454.2,7966.9,27.0002,0.210887,1.39776e+07,789.024,0.117459
34.92,78420.8,7966.91,27.0002,0.210915,1.40088e+07,790.215,0.117389
34.94,78387.5,7966.92,27.0003,0.210943,1.40401e+07,791.41,0.117319
34.96,78354.1,7966.93,27.0003,0.210971,1.40715e+07,792.607,0.117249
34.98,78320.7,7966.95,27.0004,0.210999,1.41029e+07,793.808,0.117178
35,78287.4,7966.96,27.0004,0.211027,1.41345e+07,795.013,0.117108
35.02,78254,7966.97,27.0005,0.211055,1.41661e+07,796.221,0.117037
35.04,78220.6,7966.98,27.0005,0.211083,1.41977e+07,797.432,0.116966
35.06,78187.2,7966.99,27.0005,0.211111,1.42295e+07,798.647,0.116895
35.08,78153.8,7967.01,27.0006,0.211139,1.42613e+07,799.865,0.116824
35.1,78120.4,7967.02,27.0006,0.211168,1.42932e+07,801.086,0.116752
35.12,78087,7967.03,27.0007,0.211196,1.43252e+07,802.312,0.116681
35.14,78053.6,7967.04,27.0007,0.211224,1.43572e+07,803.54,0.116609
35.16,78020.2,7967.05,27.0007,0.211252,1.43894e+07,804.772,0.116537
35.18,77986.8,7967.07,27.0008,0.21128,1.44216e+07,806.008,0.116465
35.2,77953.4,7967.08,27.0008,0.211309,1.44538e+07,807.247,0.116393
35.22,77919.9,7967.09,27.0009,0.211337,1.44862e+07,808.49,0.116321
35.24,77886.5,7967.1,27.0009,0.211366,1.45186e+07,809.736,0.116248
35.26,77853.1,7967.11,27.0009,0.211394,1.45511e+07,810.986,0.116176
35.28,77819.7,7967.13,27.001,0.211422,1.45837e+07,812.239,0.116103
35.3,77786.2,7967.14,27.001,0.211451,1.46164e+07,813.496,0.11603
35.32,77752.8,7967.15,27.0011,0.211479,1.46491e+07,814.757,0.115957
35.34,77719.3,7967.16,27.0011,0.211508,1.4682e+07,816.021,0.115884
35.36,77685.9,7967.17,27.0011,0.211537,1.47149e+07,817.289,0.11581
35.38,77652.4,7967.19,27.0012,0.211565,1.47478e+07,818.56,0.115737
35.4,77618.9,7967.2,27.0012,0.211594,1.47809e+07,819.835,0.115663
35.42,77585.5,7967.21,27.0013,0.211623,1.4814e+07,821.114,0.115589
35.44,77552,7967.22,27.0013,0.211651,1.48472e+07,822.396,0.115515
35.46,77518.5,7967.24,27.0014,0.21168,1.48805e+07,823.682,0.11544
35.48,77485,7967.25,27.0014,0.211709,1.49139e+07,824.972,0.115366
35.5,77451.6,7967.26,27.0014,0.211738,1.49474e+07,826.266,0.115291
35.52,77418.1,7967.27,27.0015,0.211767,1.49809e+07,827.563,0.115217
35.54,77384.6,7967.28,27.0015,0.211795,1.50145e+07,828.864,0.115142
35.56,77351.1,7967.3,27.0016,0.211824,1.50482e+07,830.169,0.115066
35.58,77317.6,7967.31,27.0016,0.211853,1.5082e+07,831.477,0.114991
35.6,77284.1,7967.32,27.0016,0.211882,1.51158e+07,832.79,0.114916
35.62,77250.6,7967.33,27.0017,0.211911,1.51498e+07,834.106,0.11484
35.64,77217,7967.35,27.0017,0.211941,1.51838e+07,835.426,0.114764
35.66,77183.5,7967.36,27.0018,0.21197,1.52179e+07,836.75,0.114688
35.68,77150,7967.37,27.0018,0.211999,1.5252e+07,838.077,0.114612
35.7,77116.5,7967.38,27.0019,0.212028,1.52863e+07,839.409,0.114536
35.72,77082.9,7967.4,27.0019,0.212057,1.53206e+07,840.744,0.114459
35.74,77049.4,7967.41,27.0019,0.212087,1.53551e+07,842.083,0.114383
35.76,77015.8,7967.42,27.002,0.212116,1.53896e+07,843.426,0.114306
35.78,76982.3,7967.44,27.002,0.212145,1.54242e+07,844.773,0.114229
35.8,76948.7,7967.45,27.0021,0.212175,1.54588e+07,846.124,0.114152
35.82,76915.2,7967.46,27.0021,0.212204,1.54936e+07,847.479,0.114075
35.84,76881.6,7967.47,27.0022,0.212234,1.55284e+07,848.838,0.113997
35.86,76848,7967.49,27.0022,0.212263,1.55634e+07,850.201,0.113919
35.88,76814.5,7967.5,27.0023,0.212293,1.55984e+07,851.568,0.113841
35.9,76780.9,7967.51,27.0023,0.212322,1.56335e+07,852.939,0.113763
35.92,76747.3,7967.53,27.0023,0.212352,1.56686e+07,854.314,0.113685
35.94,76713.7,7967.54,27.0024,0.212382,1.57039e+07,855.692,0.113607
35.96,76680.1,7967.55,27.0024,0.212411,1.57392e+07,857.075,0.113528
35.98,76646.5,7967.57,27.0025,0.212441,1.57747e+07,858.462,0.11345
36,76612.9,7967.58,27.0025,0.212471,1.58102e+07,859.854,0.113371
36.02,76579.3,7967.6,27.0026,0.212501,1.58458e+07,861.249,0.113292
36.04,76545.7,7967.61,27.0026,0.212531,1.58815e+07,862.648,0.113212
