t,z,V,Mach,gamma,q_conv,q_rad,q_emit,q_net,T_surface,thickness
25.38,90742.4,8125.6,27.5381,0.284821,252237,1071.74,450.947,252857,306.614,0.149505
25.4,90696.7,8126.1,27.5398,0.285036,253053,1078.5,451.046,253681,306.631,0.149504
25.42,90650.9,8126.61,27.5415,0.28525,253873,1085.31,451.146,254507,306.648,0.149502
25.44,90605.2,8127.11,27.5432,0.285465,254696,1092.17,451.246,255337,306.665,0.149501
25.46,90559.4,8127.61,27.5449,0.28568,255522,1099.08,451.346,256170,306.682,0.1495
25.48,90513.5,8128.12,27.5466,0.285895,256352,1106.04,451.447,257007,306.699,0.149498
25.5,90467.6,8128.62,27.5483,0.28611,257185,1113.04,451.548,257847,306.716,0.149497
25.52,90421.7,8129.12,27.55,0.286324,258022,1120.1,451.649,258690,306.734,0.149496
25.54,90375.8,8129.63,27.5517,0.286539,258861,1127.21,451.751,259537,306.751,0.149495
25.56,90329.8,8130.13,27.5534,0.286754,259705,1134.37,451.853,260387,306.768,0.149493
25.58,90283.8,8130.64,27.5551,0.286969,260551,1141.58,451.956,261241,306.786,0.149492
25.6,90237.7,8131.14,27.5568,0.287184,261401,1148.84,452.059,262098,306.803,0.149491
25.62,90191.6,8131.65,27.5586,0.287398,262255,1156.15,452.162,262959,306.821,0.149489
25.64,90145.5,8132.15,27.5603,0.287613,263112,1163.52,452.265,263823,306.838,0.149488
25.66,90099.3,8132.66,27.562,0.287828,263972,1170.94,452.369,264691,306.856,0.149487
25.68,90053.1,8133.17,27.5637,0.288042,264836,1178.41,452.473,265562,306.874,0.149485
25.7,90006.8,8133.67,27.5654,0.288257,265704,1185.93,452.578,266437,306.892,0.149484
25.72,89960.6,8134.18,27.5671,0.288472,266575,1193.51,452.683,267315,306.909,0.149483
25.74,89914.2,8134.69,27.5689,0.288687,267449,1201.14,452.788,268197,306.927,0.149481
25.76,89867.9,8135.2,27.5706,0.288901,268327,1208.83,452.894,269083,306.945,0.14948
25.78,89821.5,8135.71,27.5723,0.289116,269209,1216.57,453,269972,306.963,0.149479
25.8,89775.1,8136.22,27.574,0.289331,270094,1224.37,453.107,270865,306.981,0.149477
25.82,89728.6,8136.72,27.5758,0.289545,270982,1232.23,453.213,271762,307,0.149476
25.84,89682.1,8137.23,27.5775,0.28976,271875,1240.14,453.321,272662,307.018,0.149475
25.86,89635.6,8137.74,27.5792,0.289974,272771,1248.11,453.428,273566,307.036,0.149473
25.88,89589,8138.25,27.5809,0.290189,273671,1256.14,453.536,274473,307.054,0.149472
25.9,89542.4,8138.76,27.5827,0.290404,274574,1264.22,453.644,275384,307.073,0.14947
25.92,89495.8,8139.28,27.5844,0.290618,275481,1272.36,453.753,276299,307.091,0.149469
25.94,89449.1,8139.79,27.5861,0.290833,276392,1280.56,453.862,277218,307.11,0.149468
25.96,89402.4,8140.3,27.5879,0.291047,277306,1288.82,453.972,278141,307.128,0.149466
25.98,89355.6,8140.81,27.5896,0.291262,278224,1297.14,454.081,279067,307.147,0.149465
26,89308.8,8141.32,27.5913,0.291476,279146,1305.52,454.192,279997,307.166,0.149464
26.02,89262,8141.84,27.5931,0.291691,280072,1313.97,454.302,280931,307.184,0.149462
26.04,89215.1,8142.35,27.5948,0.291905,281001,1322.47,454.413,281869,307.203,0.149461
26.06,89168.2,8142.86,27.5966,0.29212,281934,1331.03,454.525,282811,307.222,0.149459
26.08,89121.3,8143.38,27.5983,0.292334,282871,1339.66,454.637,283757,307.241,0.149458
26.1,89074.3,8143.89,27.6,0.292549,283812,1348.35,454.749,284706,307.26,0.149456
26.12,89027.3,8144.4,27.6018,0.292763,284757,1357.1,454.861,285659,307.279,0.149455
26.14,88980.3,8144.92,27.6035,0.292978,285706,1365.91,454.974,286617,307.298,0.149454
26.16,88933.2,8145.43,27.6053,0.293192,286658,1374.79,455.088,287578,307.318,0.149452
26.18,88886.1,8145.95,27.607,0.293407,287615,1383.74,455.202,288543,307.337,0.149451
26.2,88838.9,8146.46,27.6088,0.293621,288575,1392.75,455.316,289513,307.356,0.149449
26.22,88791.7,8146.98,27.6105,0.293836,289539,1401.82,455.43,290486,307.376,0.149448
26.24,88744.5,8147.5,27.6123,0.29405,290508,1410.96,455.546,291463,307.395,0.149446
26.26,88697.3,8148.01,27.614,0.294265,291480,1420.17,455.661,292444,307.415,0.149445
26.28,88650,8148.53,27.6158,0.294479,292456,1429.44,455.777,293430,307.434,0.149443
26.3,88602.6,8149.05,27.6175,0.294693,293436,1438.79,455.893,294419,307.454,0.149442
26.32,88555.3,8149.57,27.6193,0.294908,294421,1448.2,456.01,295413,307.474,0.149441
26.34,88507.8,8150.08,27.621,0.295122,295409,1457.68,456.127,296411,307.493,0.149439
26.36,88460.4,8150.6,27.6228,0.295336,296401,1467.23,456.244,297412,307.513,0.149438
26.38,88412.9,8151.12,27.6245,0.295551,297398,1476.84,456.362,298418,307.533,0.149436
26.4,88365.4,8151.64,27.6263,0.295765,298398,1486.53,456.481,299428,307.553,0.149435
26.42,88317.8,8152.16,27.6281,0.29598,299403,1496.29,456.6,300443,307.573,0.149433
26.44,88270.3,8152.68,27.6298,0.296194,300412,1506.13,456.719,301461,307.593,0.149432
26.46,88222.6,8153.2,27.6316,0.296408,301425,1516.03,456.838,302484,307.614,0.14943
26.48,88175,8153.72,27.6334,0.296622,302442,1526.01,456.958,303511,307.634,0.149429
26.5,88127.3,8154.24,27.6351,0.296837,303464,1536.06,457.079,304543,307.654,0.149427
26.52,88079.5,8154.76,27.6369,0.297051,304489,1546.18,457.2,305578,307.675,0.149425
26.54,88031.8,8155.28,27.6387,0.297265,305519,1556.38,457.321,306618,307.695,0.149424
26.56,87984,8155.8,27.6404,0.29748,306553,1566.65,457.443,307663,307.716,0.149422
26.58,87936.1,8156.33,27.6422,0.297694,307592,1577,457.565,308711,307.736,0.149421
26.6,87888.2,8156.85,27.644,0.297908,308635,1587.43,457.688,309764,307.757,0.149419
26.62,87840.3,8157.37,27.6457,0.298122,309682,1597.93,457.811,310822,307.778,0.149418
26.64,87792.3,8157.89,27.6475,0.298337,310733,1608.51,457.935,311884,307.799,0.149416
26.66,87744.4,8158.42,27.6493,0.298551,311789,1619.17,458.059,312950,307.82,0.149415
26.68,87696.3,8158.94,27.6511,0.298765,312849,1629.91,458.183,314021,307.841,0.149413
26.7,87648.3,8159.47,27.6528,0.298979,313914,1640.72,458.308,315096,307.862,0.149412
26.72,87600.2,8159.99,27.6546,0.299193,314983,1651.62,458.434,316176,307.883,0.14941
26.74,87552,8160.51,27.6564,0.299408,316056,1662.6,458.56,317260,307.904,0.149408
26.76,87503.9,8161.04,27.6582,0.299622,317134,1673.65,458.686,318349,307.925,0.149407
26.78,87455.6,8161.57,27.6599,0.299836,318216,1684.79,458.813,319442,307.947,0.149405
26.8,87407.4,8162.09,27.6617,0.30005,319303,1696.02,458.94,320540,307.968,0.149404
26.82,87359.1,8162.62,27.6635,0.300264,320394,1707.32,459.068,321643,307.99,0.149402
26.84,87310.8,8163.14,27.6653,0.300478,321490,1718.71,459.196,322750,308.011,0.1494
26.86,87262.4,8163.67,27.6671,0.300693,322591,1730.19,459.325,323862,308.033,0.149399
26.88,87214,8164.2,27.6689,0.300907,323696,1741.75,459.454,324978,308.054,0.149397
26.9,87165.6,8164.72,27.6707,0.301121,324806,1753.39,459.583,326100,308.076,0.149395
26.92,87117.1,8165.25,27.6724,0.301335,325920,1765.12,459.713,327225,308.098,0.149394
26.94,87068.6,8165.78,27.6742,0.301549,327039,1776.94,459.844,328356,308.12,0.149392
26.96,87020.1,8166.31,27.676,0.301763,328163,1788.85,459.975,329492,308.142,0.149391
26.98,86971.5,8166.84,27.6778,0.301977,329291,1800.85,460.107,330632,308.164,0.149389
27,86922.9,8167.37,27.6796,0.302191,330424,1812.93,460.239,331777,308.186,0.149387
27.02,86874.3,8167.89,27.6814,0.302405,331562,1825.11,460.371,332927,308.209,0.149386
27.04,86825.6,8168.42,27.6832,0.302619,332705,1837.38,460.504,334082,308.231,0.149384
27.06,86776.9,8168.95,27.685,0.302834,333852,1849.74,460.638,335241,308.253,0.149382
27.08,86728.1,8169.48,27.6868,0.303048,335004,1862.19,460.772,336406,308.276,0.149381
27.1,86679.3,8170.01,27.6886,0.303262,336161,1874.73,460.906,337575,308.298,0.149379
27.12,86630.5,8170.55,27.6904,0.303476,337323,1887.37,461.041,338749,308.321,0.149377
27.14,86581.6,8171.08,27.6922,0.30369,338490,1900.1,461.177,339929,308.344,0.149376
27.16,86532.7,8171.61,27.694,0.303904,339662,1912.93,461.313,341113,308.367,0.149374
27.18,86483.8,8172.14,27.6958,0.304118,340838,1925.86,461.449,342303,308.39,0.149372
27.2,86434.8,8172.67,27.6976,0.304332,342020,1938.88,461.586,343497,308.412,0.14937
27.22,86385.8,8173.2,27.6994,0.304546,343206,1952,461.723,344696,308.436,0.149369
27.24,86336.7,8173.74,27.7012,0.30476,344398,1965.22,461.862,345901,308.459,0.149367
27.26,86287.6,8174.27,27.703,0.304974,345594,1978.53,462,347111,308.482,0.149365
27.28,86238.5,8174.8,27.7048,0.305188,346796,1991.95,462.139,348325,308.505,0.149363
27.3,86189.3,8175.34,27.7066,0.305402,348002,2005.47,462.279,349545,308.529,0.149362
27.32,86140.1,8175.87,27.7084,0.305616,349214,2019.09,462.419,350771,308.552,0.14936
27.34,86090.9,8176.41,27.7102,0.30583,350431,2032.81,462.559,352001,308.575,0.149358
27.36,86041.6,8176.94,27.7121,0.306044,351653,2046.64,462.701,353237,308.599,0.149356
27.38,85992.3,8177.47,27.7139,0.306258,352880,2060.57,462.842,354477,308.623,0.149355
27.4,85943,8178.01,27.7157,0.306471,354112,2074.61,462.984,355724,308.647,0.149353
27.42,85893.6,8178.55,27.7175,0.306685,355349,2088.75,463.127,356975,308.67,0.149351
27.44,85844.2,8179.08,27.7193,0.306899,356592,2103,463.27,358232,308.694,0.149349
27.46,85794.7,8179.62,27.7211,0.307113,357840,2117.35,463.414,359494,308.718,0.149348
27.48,85745.3,8180.15,27.7229,0.307327,359093,2131.82,463.559,360762,308.743,0.149346
27.5,85695.7,8180.69,27.7248,0.307541,360352,2146.39,463.704,362034,308.767,0.149344
27.52,85646.2,8181.23,27.7266,0.307755,361616,2161.08,463.849,363313,308.791,0.149342
27.54,85596.6,8181.77,27.7284,0.307969,362885,2175.87,463.995,364597,308.815,0.14934
27.56,85546.9,8182.3,27.7302,0.308183,364159,2190.78,464.142,365886,308.84,0.149338
27.58,85497.3,8182.84,27.7321,0.308397,365439,2205.81,464.289,367181,308.865,0.149337
27.6,85447.5,8183.38,27.7339,0.308611,366725,2220.94,464.436,368481,308.889,0.149335
27.62,85397.8,8183.92,27.7357,0.308824,368016,2236.19,464.585,369787,308.914,0.149333
27.64,85348,8184.46,27.7375,0.309038,369312,2251.56,464.733,371099,308.939,0.149331
27.66,85298.2,8185,27.7394,0.309252,370614,2267.04,464.883,372416,308.964,0.149329
27.68,85248.3,8185.54,27.7412,0.309466,371921,2282.64,465.033,373739,308.989,0.149327
27.7,85198.4,8186.08,27.743,0.30968,373234,2298.37,465.183,375068,309.014,0.149325
27.72,85148.5,8186.62,27.7448,0.309894,374553,2314.21,465.334,376402,309.039,0.149324
27.74,85098.5,8187.16,27.7467,0.310108,375877,2330.17,465.486,377742,309.064,0.149322
27.76,85048.5,8187.7,27.7485,0.310321,377207,2346.25,465.638,379088,309.089,0.14932
27.78,84998.5,8188.24,27.7503,0.310535,378542,2362.46,465.791,380439,309.115,0.149318
27.8,84948.4,8188.78,27.7522,0.310749,379884,2378.79,465.944,381796,309.14,0.149316
27.82,84898.3,8189.32,27.754,0.310963,381231,2395.24,466.098,383160,309.166,0.149314
27.84,84848.2,8189.86,27.7558,0.311177,382583,2411.82,466.253,384529,309.192,0.149312
27.86,84798,8190.41,27.7577,0.311391,383942,2428.53,466.408,385904,309.218,0.14931
27.88,84747.8,8190.95,27.7595,0.311604,385306,2445.36,466.564,387285,309.244,0.149308
27.9,84697.5,8191.49,27.7614,0.311818,386676,2462.33,466.72,388671,309.27,0.149306
27.92,84647.2,8192.03,27.7632,0.312032,388052,2479.42,466.877,390064,309.296,0.149304
27.94,84596.9,8192.58,27.765,0.312246,389434,2496.65,467.035,391463,309.322,0.149302
27.96,84546.5,8193.12,27.7669,0.31246,390821,2514,467.193,392868,309.348,0.149301
27.98,84496.1,8193.66,27.7687,0.312673,392215,2531.49,467.352,394279,309.374,0.149299
28,84445.7,8194.21,27.7706,0.312887,393614,2549.12,467.511,395696,309.401,0.149297
28.02,84395.2,8194.75,27.7724,0.313101,395020,2566.88,467.671,397119,309.428,0.149295
28.04,84344.7,8195.3,27.7743,0.313315,396432,2584.78,467.832,398549,309.454,0.149293
28.06,84294.1,8195.84,27.7761,0.313529,397849,2602.81,467.993,399984,309.481,0.149291
28.08,84243.5,8196.39,27.778,0.313742,399273,2620.99,468.155,401426,309.508,0.149289
28.1,84192.9,8196.94,27.7798,0.313956,400703,2639.3,468.318,402874,309.535,0.149287
28.12,84142.2,8197.48,27.7817,0.31417,402139,2657.76,468.481,404328,309.562,0.149285
28.14,84091.5,8198.03,27.7835,0.314384,403581,2676.36,468.645,405789,309.589,0.149283
28.16,84040.8,8198.57,27.7854,0.314598,405030,2695.1,468.809,407256,309.616,0.149281
28.18,83990,8199.12,27.7872,0.314811,406484,2713.98,468.974,408729,309.644,0.149278
28.2,83939.2,8199.67,27.7891,0.315025,407945,2733.02,469.14,410209,309.671,0.149276
28.22,83888.4,8200.22,27.7909,0.315239,409412,2752.19,469.306,411695,309.699,0.149274
28.24,83837.5,8200.76,27.7928,0.315453,410886,2771.52,469.473,413188,309.726,0.149272
28.26,83786.6,8201.31,27.7946,0.315666,412366,2791,469.641,414687,309.754,0.14927
28.28,83735.6,8201.86,27.7965,0.31588,413852,2810.63,469.809,416193,309.782,0.149268
28.3,83684.6,8202.41,27.7984,0.316094,415345,2830.41,469.978,417705,309.81,0.149266
28.32,83633.6,8202.96,27.8002,0.316308,416844,2850.34,470.148,419224,309.838,0.149264
28.34,83582.5,8203.51,27.8021,0.316521,418349,2870.43,470.318,420750,309.866,0.149262
28.36,83531.4,8204.06,27.804,0.316735,419861,2890.68,470.489,422282,309.894,0.14926
28.38,83480.3,8204.61,27.8058,0.316949,421380,2911.08,470.661,423821,309.923,0.149258
28.4,83429.1,8205.16,27.8077,0.317163,422905,2931.64,470.833,425366,309.951,0.149256
28.42,83377.9,8205.71,27.8095,0.317376,424437,2952.36,471.006,426918,309.98,0.149253
28.44,83326.6,8206.26,27.8114,0.31759,425975,2973.24,471.18,428478,310.008,0.149251
28.46,83275.3,8206.81,27.8133,0.317804,427521,2994.29,471.354,430043,310.037,0.149249
28.48,83224,8207.36,27.8151,0.318018,429072,3015.5,471.529,431616,310.066,0.149247
28.5,83172.7,8207.91,27.817,0.318232,430631,3036.87,471.705,433196,310.095,0.149245
28.52,83121.3,8208.46,27.8189,0.318445,432196,3058.41,471.882,434783,310.124,0.149243
28.54,83069.8,8209.02,27.8208,0.318659,433768,3080.12,472.059,436376,310.153,0.14924
28.56,83018.3,8209.57,27.8226,0.318873,435347,3102,472.237,437977,310.183,0.149238
28.58,82966.8,8210.12,27.8245,0.319087,436933,3124.05,472.415,439584,310.212,0.149236
28.6,82915.3,8210.67,27.8264,0.3193,438525,3146.27,472.594,441199,310.242,0.149234
28.62,82863.7,8211.23,27.8282,0.319514,440125,3168.67,472.774,442821,310.271,0.149232
28.64,82812.1,8211.78,27.8301,0.319728,441731,3191.24,472.955,444450,310.301,0.149229
28.66,82760.4,8212.33,27.832,0.319942,443345,3213.99,473.136,446086,310.331,0.149227
28.68,82708.7,8212.89,27.8339,0.320155,444965,3236.92,473.319,447729,310.361,0.149225
28.7,82657,8213.44,27.8358,0.320369,446593,3260.03,473.502,449379,310.391,0.149223
28.72,82605.3,8214,27.8376,0.320583,448228,3283.31,473.685,451037,310.421,0.14922
28.74,82553.4,8214.55,27.8395,0.320797,449869,3306.78,473.869,452702,310.451,0.149218
28.76,82501.6,8215.11,27.8414,0.321011,451518,3330.44,474.055,454375,310.482,0.149216
28.78,82449.7,8215.66,27.8433,0.321224,453174,3354.28,474.24,456054,310.512,0.149214
28.8,82397.8,8216.22,27.8452,0.321438,454838,3378.31,474.427,457742,310.543,0.149211
28.82,82345.9,8216.77,27.847,0.321652,456508,3402.53,474.614,459436,310.574,0.149209
28.84,82293.9,8217.33,27.8489,0.321866,458186,3426.94,474.802,461139,310.605,0.149207
28.86,82241.9,8217.89,27.8508,0.32208,459872,3451.54,474.991,462848,310.636,0.149204
28.88,82189.8,8218.44,27.8527,0.322293,461564,3476.34,475.181,464565,310.667,0.149202
28.9,82137.7,8219,27.8546,0.322507,463264,3501.33,475.371,466290,310.698,0.1492
28.92,82085.6,8219.56,27.8565,0.322721,464972,3526.51,475.562,468023,310.729,0.149197
28.94,82033.4,8220.11,27.8584,0.322935,466687,3551.9,475.754,469763,310.761,0.149195
28.96,81981.2,8220.67,27.8603,0.323149,468409,3577.49,475.947,471511,310.792,0.149193
28.98,81928.9,8221.23,27.8622,0.323363,470139,3603.28,476.14,473267,310.824,0.14919
29,81876.7,8221.79,27.864,0.323576,471877,3629.28,476.334,475030,310.856,0.149188
29.02,81824.3,8222.35,27.8659,0.32379,473622,3655.48,476.529,476801,310.888,0.149186
29.04,81772,8222.91,27.8678,0.324004,475375,3681.88,476.725,478580,310.92,0.149183
29.06,81719.6,8223.47,27.8697,0.324218,477136,3708.5,476.922,480368,310.952,0.149181
29.08,81667.2,8224.03,27.8716,0.324432,478904,3735.33,477.119,482163,310.984,0.149178
29.1,81614.7,8224.58,27.8735,0.324646,480680,3762.37,477.317,483966,311.017,0.149176
29.12,81562.2,8225.14,27.8754,0.32486,482464,3789.63,477.516,485777,311.049,0.149174
29.14,81509.7,8225.7,27.8773,0.325073,484256,3817.1,477.716,487596,311.082,0.149171
29.16,81457.1,8226.27,27.8792,0.325287,486056,3844.79,477.917,489423,311.115,0.149169
29.18,81404.5,8226.83,27.8811,0.325501,487864,3872.7,478.118,491258,311.147,0.149166
29.2,81351.8,8227.39,27.883,0.325715,489679,3900.84,478.321,493102,311.18,0.149164
29.22,81299.1,8227.95,27.8849,0.325929,491503,3929.19,478.524,494954,311.214,0.149161
29.24,81246.4,8228.51,27.8868,0.326143,493335,3957.78,478.728,496814,311.247,0.149159
29.26,81193.6,8229.07,27.8887,0.326357,495174,3986.59,478.932,498682,311.28,0.149156
29.28,81140.8,8229.63,27.8906,0.326571,497022,4015.63,479.138,500559,311.314,0.149154
29.3,81088,8230.2,27.8925,0.326785,498878,4044.91,479.344,502444,311.347,0.149151
29.32,81035.1,8230.76,27.8944,0.326999,500742,4074.41,479.552,504337,311.381,0.149149
29.34,80982.2,8231.32,27.8964,0.327213,502615,4104.16,479.76,506239,311.415,0.149146
29.36,80929.3,8231.89,27.8983,0.327427,504496,4134.14,479.969,508150,311.449,0.149144
29.38,80876.3,8232.45,27.9002,0.327641,506385,4164.36,480.179,510069,311.483,0.149141
29.4,80823.3,8233.01,27.9021,0.327855,508282,4194.82,480.39,511997,311.518,0.149139
29.42,80770.2,8233.58,27.904,0.328069,510188,4225.53,480.601,513933,311.552,0.149136
29.44,80717.1,8234.14,27.9059,0.328283,512103,4256.48,480.814,515878,311.587,0.149134
29.46,80664,8234.7,27.9078,0.328497,514025,4287.68,481.027,517832,311.621,0.149131
29.48,80610.8,8235.27,27.9097,0.328711,515957,4319.13,481.241,519795,311.656,0.149128
29.5,80557.6,8235.83,27.9116,0.328925,517897,4350.84,481.456,521766,311.691,0.149126
29.52,80504.4,8236.4,27.9136,0.329139,519845,4382.8,481.672,523746,311.726,0.149123
29.54,80451.1,8236.97,27.9155,0.329353,521803,4415.01,481.889,525736,311.761,0.14912
29.56,80397.8,8237.53,27.9174,0.329567,523768,4447.49,482.107,527734,311.797,0.149118
29.58,80344.4,8238.1,27.9193,0.329781,525743,4480.22,482.326,529741,311.832,0.149115
29.6,80291,8238.66,27.9212,0.329996,527727,4513.22,482.546,531757,311.868,0.149113
29.62,80237.6,8239.23,27.9232,0.33021,529719,4546.49,482.766,533783,311.904,0.14911
29.64,80184.1,8239.8,27.9251,0.330424,531720,4580.02,482.988,535817,311.94,0.149107
29.66,80130.6,8240.36,27.927,0.330638,533730,4613.83,483.21,537861,311.976,0.149105
29.68,80077.1,8240.93,27.9289,0.330852,535749,4647.91,483.433,539914,312.012,0.149102
29.7,80023.5,8241.5,27.9308,0.331066,537777,4682.26,483.658,541976,312.048,0.149099
29.72,79969.9,8242.07,27.9328,0.331281,539814,4716.89,483.883,544047,312.085,0.149096
29.74,79916.3,8242.63,27.9347,0.331495,541861,4751.8,484.109,546128,312.121,0.149094
29.76,79862.6,8243.2,27.9366,0.331709,543916,4786.99,484.336,548219,312.158,0.149091
29.78,79808.8,8243.77,27.9385,0.331923,545981,4822.47,484.564,550319,312.195,0.149088
29.8,79755.1,8244.34,27.9405,0.332138,548054,4858.24,484.793,552428,312.232,0.149085
29.82,79701.3,8244.91,27.9424,0.332352,550138,4894.29,485.023,554547,312.269,0.149083
29.84,79647.4,8245.48,27.9443,0.332566,552230,4930.64,485.254,556675,312.306,0.14908
29.86,79593.6,8246.05,27.9463,0.332781,554332,4967.28,485.486,558814,312.344,0.149077
29.88,79539.7,8246.62,27.9482,0.332995,556443,5004.22,485.719,560962,312.381,0.149074
29.9,79485.7,8247.19,27.9501,0.33321,558564,5041.46,485.953,563119,312.419,0.149071
29.92,79431.7,8247.76,27.9521,0.333424,560694,5079.01,486.188,565287,312.457,0.149069
29.94,79377.7,8248.33,27.954,0.333638,562834,5116.86,486.424,567464,312.495,0.149066
29.96,79323.6,8248.9,27.9559,0.333853,564983,5155.01,486.661,569651,312.533,0.149063
29.98,79269.6,8249.47,27.9579,0.334067,567142,5193.48,486.898,571849,312.571,0.14906
30,79215.4,8250.04,27.9598,0.334282,569311,5232.26,487.137,574056,312.61,0.149057
30.02,79161.2,8250.62,27.9617,0.334496,571489,5271.36,487.377,576273,312.649,0.149054
30.04,79107,8251.19,27.9637,0.334711,573678,5310.77,487.618,578501,312.687,0.149051
30.06,79052.8,8251.76,27.9656,0.334925,575876,5350.51,487.86,580738,312.726,0.149049
30.08,78998.5,8252.33,27.9676,0.33514,578084,5390.57,488.103,582986,312.765,0.149046
30.1,78944.2,8252.9,27.9695,0.335355,580302,5430.96,488.347,585245,312.805,0.149043
30.12,78889.8,8253.48,27.9714,0.335569,582530,5471.68,488.592,587513,312.844,0.14904
30.14,78835.4,8254.05,27.9734,0.335784,584768,5512.73,488.838,589792,312.883,0.149037
30.16,78781,8254.62,27.9753,0.335999,587016,5554.12,489.086,592081,312.923,0.149034
30.18,78726.5,8255.2,27.9773,0.336213,589275,5595.85,489.334,594381,312.963,0.149031
30.2,78672,8255.77,27.9792,0.336428,591543,5637.92,489.583,596691,313.003,0.149028
30.22,78617.5,8256.35,27.9812,0.336643,593822,5680.34,489.833,599012,313.043,0.149025
30.24,78562.9,8256.92,27.9831,0.336858,596111,5723.1,490.085,601344,313.084,0.149022
30.26,78508.3,8257.5,27.9851,0.337072,598410,5766.21,490.337,603686,313.124,0.149019
30.28,78453.6,8258.07,27.987,0.337287,600720,5809.68,490.591,606039,313.165,0.149016
30.3,78399,8258.65,27.989,0.337502,603041,5853.51,490.846,608403,313.205,0.149013
30.32,78344.2,8259.22,27.9909,0.337717,605372,5897.69,491.102,610778,313.246,0.14901
30.34,78289.5,8259.8,27.9929,0.337932,607713,5942.24,491.359,613164,313.287,0.149007
30.36,78234.7,8260.38,27.9948,0.338147,610065,5987.16,491.617,615561,313.329,0.149004
30.38,78179.8,8260.95,27.9968,0.338362,612428,6032.45,491.876,617968,313.37,0.149001
30.4,78124.9,8261.53,27.9987,0.338577,614801,6078.11,492.136,620387,313.412,0.148997
30.42,78070,8262.11,28.0007,0.338792,617186,6124.14,492.397,622817,313.454,0.148994
30.44,78015.1,8262.68,28.0026,0.339007,619581,6170.56,492.66,625259,313.496,0.148991
30.46,77960.1,8263.26,28.0046,0.339222,621987,6217.36,492.924,627711,313.538,0.148988
30.48,77905,8263.84,28.0066,0.339437,624404,6264.55,493.188,630175,313.58,0.148985
30.5,77850,8264.42,28.0085,0.339653,626832,6312.12,493.454,632650,313.622,0.148982
30.52,77794.9,8265,28.0105,0.339868,629271,6360.09,493.721,635137,313.665,0.148979
30.54,77739.7,8265.58,28.0124,0.340083,631721,6408.46,493.99,637635,313.708,0.148975
30.56,77684.6,8266.15,28.0144,0.340298,634182,6457.23,494.259,640145,313.751,0.148972
30.58,77629.3,8266.73,28.0164,0.340514,636655,6506.4,494.53,642667,313.794,0.148969
30.6,77574.1,8267.31,28.0183,0.340729,639139,6555.98,494.802,645200,313.837,0.148966
30.62,77518.8,8267.89,28.0203,0.340944,641634,6605.98,495.075,647745,313.88,0.148963
30.64,77463.5,8268.47,28.0223,0.34116,644141,6656.38,495.349,650302,313.924,0.148959
30.66,77408.1,8269.05,28.0242,0.341375,646659,6707.21,495.624,652870,313.968,0.148956
30.68,77352.7,8269.64,28.0262,0.341591,649188,6758.46,495.901,655451,314.012,0.148953
30.7,77297.3,8270.22,28.0282,0.341806,651730,6810.13,496.179,658044,314.056,0.148949
30.72,77241.8,8270.8,28.0301,0.342022,654283,6862.24,496.458,660648,314.1,0.148946
30.74,77186.3,8271.38,28.0321,0.342238,656847,6914.78,496.738,663265,314.145,0.148943
30.76,77130.7,8271.96,28.0341,0.342453,659424,6967.75,497.02,665894,314.189,0.14894
30.78,77075.1,8272.55,28.0361,0.342669,662012,7021.17,497.303,668536,314.234,0.148936
30.8,77019.5,8273.13,28.038,0.342885,664612,7075.03,497.587,671189,314.279,0.148933
30.82,76963.8,8273.71,28.04,0.343101,667224,7129.35,497.872,673855,314.325,0.148929
30.84,76908.1,8274.29,28.042,0.343317,669848,7184.12,498.158,676534,314.37,0.148926
30.86,76852.4,8274.88,28.044,0.343532,672484,7239.34,498.446,679225,314.416,0.148923
30.88,76796.6,8275.46,28.0459,0.343748,675132,7295.03,498.735,681928,314.461,0.148919
30.9,76740.8,8276.05,28.0479,0.343964,677793,7351.18,499.026,684645,314.507,0.148916
30.92,76685,8276.63,28.0499,0.34418,680465,7407.81,499.317,687374,314.553,0.148912
30.94,76629.1,8277.22,28.0519,0.344397,683150,7464.9,499.61,690116,314.6,0.148909
30.96,76573.1,8277.8,28.0539,0.344613,685848,7522.48,499.905,692870,314.646,0.148906
30.98,76517.2,8278.39,28.0559,0.344829,688557,7580.54,500.2,695638,314.693,0.148902
31,76461.2,8278.97,28.0578,0.345045,691280,7639.09,500.497,698418,314.74,0.148899
31.02,76405.1,8279.56,28.0598,0.345261,694015,7698.12,500.795,701212,314.787,0.148895
31.04,76349.1,8280.15,28.0618,0.345478,696762,7757.66,501.095,704019,314.834,0.148892
31.06,76292.9,8280.73,28.0638,0.345694,699523,7817.69,501.396,706839,314.881,0.148888
31.08,76236.8,8281.32,28.0658,0.345911,702296,7878.24,501.698,709672,314.929,0.148884
31.1,76180.6,8281.91,28.0678,0.346127,705082,7939.29,502.002,712519,314.977,0.148881
31.12,76124.4,8282.5,28.0698,0.346344,707881,8000.85,502.307,715379,315.025,0.148877
31.14,76068.1,8283.09,28.0718,0.34656,710693,8062.93,502.613,718253,315.073,0.148874
31.16,76011.8,8283.68,28.0738,0.346777,713517,8125.54,502.921,721140,315.122,0.14887
31.18,75955.4,8284.27,28.0758,0.346994,716355,8188.68,503.23,724041,315.17,0.148867
31.2,75899.1,8284.85,28.0778,0.34721,719207,8252.35,503.54,726955,315.219,0.148863
31.22,75842.6,8285.45,28.0798,0.347427,722071,8316.55,503.852,729884,315.268,0.148859
