t,z,V,Mach,alpha,q_total,T_surface,T_bulk,thickness,TPS_failed
45.41,107982,7813.97,26.4819,0.061415,1.8326e+06,647.438,300.048,0.0672424,0
45.42,107977,7813.98,26.482,0.0614271,1.83319e+06,647.573,300.048,0.0672379,0
45.43,107972,7813.98,26.482,0.0614392,1.83379e+06,647.709,300.048,0.0672333,0
45.44,107967,7813.99,26.482,0.0614513,1.83438e+06,647.845,300.048,0.0672287,0
45.45,107963,7813.99,26.482,0.0614635,1.83498e+06,647.98,300.048,0.0672242,0
45.46,107958,7814,26.482,0.0614756,1.83557e+06,648.116,300.048,0.0672196,0
45.47,107953,7814,26.482,0.0614877,1.83617e+06,648.252,300.048,0.067215,0
45.48,107948,7814.01,26.4821,0.0614998,1.83676e+06,648.388,300.048,0.0672105,0
45.49,107943,7814.01,26.4821,0.0615119,1.83736e+06,648.524,300.048,0.0672059,0
45.5,107939,7814.02,26.4821,0.0615241,1.83795e+06,648.66,300.048,0.0672013,0
45.51,107934,7814.03,26.4821,0.0615362,1.83855e+06,648.796,300.048,0.0671968,0
45.52,107929,7814.03,26.4821,0.0615483,1.83915e+06,648.932,300.048,0.0671922,0
45.53,107924,7814.04,26.4822,0.0615604,1.83974e+06,649.068,300.048,0.0671876,0
45.54,107919,7814.04,26.4822,0.0615725,1.84034e+06,649.204,300.048,0.067183,0
45.55,107914,7814.05,26.4822,0.0615846,1.84094e+06,649.341,300.048,0.0671785,0
45.56,107910,7814.05,26.4822,0.0615968,1.84154e+06,649.477,300.048,0.0671739,0
45.57,107905,7814.06,26.4822,0.0616089,1.84213e+06,649.613,300.048,0.0671693,0
45.58,107900,7814.06,26.4822,0.061621,1.84273e+06,649.75,300.048,0.0671647,0
45.59,107895,7814.07,26.4823,0.0616331,1.84333e+06,649.886,300.048,0.0671601,0
45.6,107890,7814.07,26.4823,0.0616452,1.84393e+06,650.023,300.048,0.0671555,0
45.61,107886,7814.08,26.4823,0.0616573,1.84453e+06,650.159,300.048,0.067151,0
45.62,107881,7814.09,26.4823,0.0616695,1.84513e+06,650.296,300.048,0.0671464,0
45.63,107876,7814.09,26.4823,0.0616816,1.84573e+06,650.433,300.048,0.0671418,0
45.64,107871,7814.1,26.4824,0.0616937,1.84633e+06,650.57,300.048,0.0671372,0
45.65,107866,7814.1,26.4824,0.0617058,1.84693e+06,650.706,300.048,0.0671326,0
45.66,107862,7814.11,26.4824,0.0617179,1.84753e+06,650.843,300.048,0.067128,0
45.67,107857,7814.11,26.4824,0.06173,1.84813e+06,650.98,300.048,0.0671234,0
45.68,107852,7814.12,26.4824,0.0617422,1.84873e+06,651.117,300.048,0.0671188,0
45.69,107847,7814.12,26.4824,0.0617543,1.84934e+06,651.254,300.048,0.0671142,0
45.7,107842,7814.13,26.4825,0.0617664,1.84994e+06,651.391,300.048,0.0671096,0
45.71,107837,7814.13,26.4825,0.0617785,1.85054e+06,651.528,300.048,0.067105,0
45.72,107833,7814.14,26.4825,0.0617906,1.85114e+06,651.666,300.048,0.0671004,0
45.73,107828,7814.15,26.4825,0.0618027,1.85175e+06,651.803,300.049,0.0670958,0
45.74,107823,7814.15,26.4825,0.0618149,1.85235e+06,651.94,300.049,0.0670912,0
45.75,107818,7814.16,26.4826,0.061827,1.85295e+06,652.077,300.049,0.0670866,0
45.76,107813,7814.16,26.4826,0.0618391,1.85356e+06,652.215,300.049,0.067082,0
45.77,107808,7814.17,26.4826,0.0618512,1.85416e+06,652.352,300.049,0.0670774,0
45.78,107804,7814.17,26.4826,0.0618633,1.85477e+06,652.49,300.049,0.0670728,0
45.79,107799,7814.18,26.4826,0.0618754,1.85537e+06,652.627,300.049,0.0670681,0
45.8,107794,7814.18,26.4827,0.0618876,1.85598e+06,652.765,300.049,0.0670635,0
45.81,107789,7814.19,26.4827,0.0618997,1.85658e+06,652.903,300.049,0.0670589,0
45.82,107784,7814.19,26.4827,0.0619118,1.85719e+06,653.04,300.049,0.0670543,0
45.83,107779,7814.2,26.4827,0.0619239,1.8578e+06,653.178,300.049,0.0670497,0
45.84,107775,7814.2,26.4827,0.061936,1.8584e+06,653.316,300.049,0.0670451,0
45.85,107770,7814.21,26.4827,0.0619481,1.85901e+06,653.454,300.049,0.0670404,0
45.86,107765,7814.22,26.4828,0.0619603,1.85962e+06,653.592,300.049,0.0670358,0
45.87,107760,7814.22,26.4828,0.0619724,1.86022e+06,653.73,300.049,0.0670312,0
45.88,107755,7814.23,26.4828,0.0619845,1.86083e+06,653.868,300.049,0.0670266,0
45.89,107750,7814.23,26.4828,0.0619966,1.86144e+06,654.006,300.049,0.0670219,0
45.9,107746,7814.24,26.4828,0.0620087,1.86205e+06,654.144,300.049,0.0670173,0
45.91,107741,7814.24,26.4829,0.0620209,1.86266e+06,654.282,300.049,0.0670127,0
45.92,107736,7814.25,26.4829,0.062033,1.86327e+06,654.421,300.049,0.067008,0
45.93,107731,7814.25,26.4829,0.0620451,1.86388e+06,654.559,300.049,0.0670034,0
45.94,107726,7814.26,26.4829,0.0620572,1.86449e+06,654.697,300.049,0.0669988,0
45.95,107721,7814.26,26.4829,0.0620693,1.8651e+06,654.836,300.049,0.0669941,0
45.96,107717,7814.27,26.4829,0.0620814,1.86571e+06,654.974,300.049,0.0669895,0
45.97,107712,7814.28,26.483,0.0620936,1.86632e+06,655.113,300.049,0.0669849,0
45.98,107707,7814.28,26.483,0.0621057,1.86693e+06,655.251,300.049,0.0669802,0
45.99,107702,7814.29,26.483,0.0621178,1.86754e+06,655.39,300.049,0.0669756,0
46,107697,7814.29,26.483,0.0621299,1.86815e+06,655.529,300.049,0.0669709,0
46.01,107692,7814.3,26.483,0.062142,1.86876e+06,655.667,300.049,0.0669663,0
46.02,107687,7814.3,26.4831,0.0621541,1.86938e+06,655.806,300.049,0.0669616,0
46.03,107683,7814.31,26.4831,0.0621663,1.86999e+06,655.945,300.049,0.066957,0
46.04,107678,7814.31,26.4831,0.0621784,1.8706e+06,656.084,300.049,0.0669523,0
46.05,107673,7814.32,26.4831,0.0621905,1.87122e+06,656.223,300.049,0.0669477,0
46.06,107668,7814.32,26.4831,0.0622026,1.87183e+06,656.362,300.049,0.066943,0
46.07,107663,7814.33,26.4831,0.0622147,1.87244e+06,656.501,300.05,0.0669384,0
46.08,107658,7814.34,26.4832,0.0622268,1.87306e+06,656.64,300.05,0.0669337,0
46.09,107653,7814.34,26.4832,0.062239,1.87367e+06,656.779,300.05,0.0669291,0
46.1,107649,7814.35,26.4832,0.0622511,1.87429e+06,656.919,300.05,0.0669244,0
46.11,107644,7814.35,26.4832,0.0622632,1.8749e+06,657.058,300.05,0.0669197,0
46.12,107639,7814.36,26.4832,0.0622753,1.87552e+06,657.197,300.05,0.0669151,0
46.13,107634,7814.36,26.4833,0.0622874,1.87613e+06,657.337,300.05,0.0669104,0
46.14,107629,7814.37,26.4833,0.0622995,1.87675e+06,657.476,300.05,0.0669057,0
46.15,107624,7814.37,26.4833,0.0623117,1.87737e+06,657.616,300.05,0.0669011,0
46.16,107619,7814.38,26.4833,0.0623238,1.87798e+06,657.755,300.05,0.0668964,0
46.17,107614,7814.39,26.4833,0.0623359,1.8786e+06,657.895,300.05,0.0668917,0
46.18,107610,7814.39,26.4834,0.062348,1.87922e+06,658.035,300.05,0.0668871,0
46.19,107605,7814.4,26.4834,0.0623601,1.87984e+06,658.174,300.05,0.0668824,0
46.2,107600,7814.4,26.4834,0.0623723,1.88045e+06,658.314,300.05,0.0668777,0
46.21,107595,7814.41,26.4834,0.0623844,1.88107e+06,658.454,300.05,0.066873,0
46.22,107590,7814.41,26.4834,0.0623965,1.88169e+06,658.594,300.05,0.0668684,0
46.23,107585,7814.42,26.4834,0.0624086,1.88231e+06,658.734,300.05,0.0668637,0
46.24,107580,7814.42,26.4835,0.0624207,1.88293e+06,658.874,300.05,0.066859,0
46.25,107576,7814.43,26.4835,0.0624328,1.88355e+06,659.014,300.05,0.0668543,0
46.26,107571,7814.43,26.4835,0.062445,1.88417e+06,659.154,300.05,0.0668496,0
46.27,107566,7814.44,26.4835,0.0624571,1.88479e+06,659.294,300.05,0.0668449,0
46.28,107561,7814.45,26.4835,0.0624692,1.88541e+06,659.435,300.05,0.0668403,0
46.29,107556,7814.45,26.4836,0.0624813,1.88603e+06,659.575,300.05,0.0668356,0
46.3,107551,7814.46,26.4836,0.0624934,1.88665e+06,659.715,300.05,0.0668309,0
46.31,107546,7814.46,26.4836,0.0625055,1.88728e+06,659.856,300.05,0.0668262,0
46.32,107541,7814.47,26.4836,0.0625177,1.8879e+06,659.996,300.05,0.0668215,0
46.33,107536,7814.47,26.4836,0.0625298,1.88852e+06,660.137,300.05,0.0668168,0
46.34,107532,7814.48,26.4837,0.0625419,1.88914e+06,660.277,300.05,0.0668121,0
46.35,107527,7814.48,26.4837,0.062554,1.88977e+06,660.418,300.05,0.0668074,0
46.36,107522,7814.49,26.4837,0.0625661,1.89039e+06,660.559,300.05,0.0668027,0
46.37,107517,7814.49,26.4837,0.0625783,1.89101e+06,660.699,300.05,0.066798,0
46.38,107512,7814.5,26.4837,0.0625904,1.89164e+06,660.84,300.05,0.0667933,0
46.39,107507,7814.51,26.4837,0.0626025,1.89226e+06,660.981,300.05,0.0667886,0
46.4,107502,7814.51,26.4838,0.0626146,1.89289e+06,661.122,300.051,0.0667839,0
46.41,107497,7814.52,26.4838,0.0626267,1.89351e+06,661.263,300.051,0.0667792,0
46.42,107492,7814.52,26.4838,0.0626388,1.89414e+06,661.404,300.051,0.0667745,0
46.43,107488,7814.53,26.4838,0.062651,1.89476e+06,661.545,300.051,0.0667698,0
46.44,107483,7814.53,26.4838,0.0626631,1.89539e+06,661.686,300.051,0.066765,0
46.45,107478,7814.54,26.4839,0.0626752,1.89601e+06,661.827,300.051,0.0667603,0
46.46,107473,7814.54,26.4839,0.0626873,1.89664e+06,661.969,300.051,0.0667556,0
46.47,107468,7814.55,26.4839,0.0626994,1.89727e+06,662.11,300.051,0.0667509,0
46.48,107463,7814.56,26.4839,0.0627115,1.8979e+06,662.251,300.051,0.0667462,0
46.49,107458,7814.56,26.4839,0.0627237,1.89852e+06,662.393,300.051,0.0667415,0
46.5,107453,7814.57,26.4839,0.0627358,1.89915e+06,662.534,300.051,0.0667367,0
46.51,107448,7814.57,26.484,0.0627479,1.89978e+06,662.676,300.051,0.066732,0
46.52,107444,7814.58,26.484,0.06276,1.90041e+06,662.817,300.051,0.0667273,0
46.53,107439,7814.58,26.484,0.0627721,1.90104e+06,662.959,300.051,0.0667226,0
46.54,107434,7814.59,26.484,0.0627842,1.90167e+06,663.101,300.051,0.0667178,0
46.55,107429,7814.59,26.484,0.0627964,1.9023e+06,663.243,300.051,0.0667131,0
46.56,107424,7814.6,26.4841,0.0628085,1.90293e+06,663.384,300.051,0.0667084,0
46.57,107419,7814.6,26.4841,0.0628206,1.90356e+06,663.526,300.051,0.0667036,0
46.58,107414,7814.61,26.4841,0.0628327,1.90419e+06,663.668,300.051,0.0666989,0
46.59,107409,7814.62,26.4841,0.0628448,1.90482e+06,663.81,300.051,0.0666942,0
46.6,107404,7814.62,26.4841,0.062857,1.90545e+06,663.952,300.051,0.0666894,0
46.61,107399,7814.63,26.4842,0.0628691,1.90608e+06,664.094,300.051,0.0666847,0
46.62,107394,7814.63,26.4842,0.0628812,1.90671e+06,664.236,300.051,0.06668,0
46.63,107390,7814.64,26.4842,0.0628933,1.90734e+06,664.379,300.051,0.0666752,0
46.64,107385,7814.64,26.4842,0.0629054,1.90798e+06,664.521,300.051,0.0666705,0
46.65,107380,7814.65,26.4842,0.0629175,1.90861e+06,664.663,300.051,0.0666657,0
46.66,107375,7814.65,26.4842,0.0629297,1.90924e+06,664.806,300.051,0.066661,0
46.67,107370,7814.66,26.4843,0.0629418,1.90988e+06,664.948,300.051,0.0666562,0
46.68,107365,7814.67,26.4843,0.0629539,1.91051e+06,665.091,300.051,0.0666515,0
46.69,107360,7814.67,26.4843,0.062966,1.91114e+06,665.233,300.051,0.0666467,0
46.7,107355,7814.68,26.4843,0.0629781,1.91178e+06,665.376,300.051,0.066642,0
46.71,107350,7814.68,26.4843,0.0629902,1.91241e+06,665.518,300.051,0.0666372,0
46.72,107345,7814.69,26.4844,0.0630024,1.91305e+06,665.661,300.051,0.0666325,0
46.73,107340,7814.69,26.4844,0.0630145,1.91368e+06,665.804,300.052,0.0666277,0
46.74,107335,7814.7,26.4844,0.0630266,1.91432e+06,665.947,300.052,0.066623,0
46.75,107331,7814.7,26.4844,0.0630387,1.91496e+06,666.09,300.052,0.0666182,0
46.76,107326,7814.71,26.4844,0.0630508,1.91559e+06,666.233,300.052,0.0666134,0
46.77,107321,7814.72,26.4845,0.063063,1.91623e+06,666.376,300.052,0.0666087,0
46.78,107316,7814.72,26.4845,0.0630751,1.91687e+06,666.519,300.052,0.0666039,0
46.79,107311,7814.73,26.4845,0.0630872,1.9175e+06,666.662,300.052,0.0665991,0
46.8,107306,7814.73,26.4845,0.0630993,1.91814e+06,666.805,300.052,0.0665944,0
46.81,107301,7814.74,26.4845,0.0631114,1.91878e+06,666.948,300.052,0.0665896,0
46.82,107296,7814.74,26.4845,0.0631235,1.91942e+06,667.092,300.052,0.0665848,0
46.83,107291,7814.75,26.4846,0.0631357,1.92006e+06,667.235,300.052,0.0665801,0
46.84,107286,7814.75,26.4846,0.0631478,1.9207e+06,667.378,300.052,0.0665753,0
46.85,107281,7814.76,26.4846,0.0631599,1.92134e+06,667.522,300.052,0.0665705,0
46.86,107276,7814.77,26.4846,0.063172,1.92198e+06,667.665,300.052,0.0665657,0
46.87,107271,7814.77,26.4846,0.0631841,1.92262e+06,667.809,300.052,0.066561,0
46.88,107266,7814.78,26.4847,0.0631963,1.92326e+06,667.953,300.052,0.0665562,0
46.89,107262,7814.78,26.4847,0.0632084,1.9239e+06,668.096,300.052,0.0665514,0
46.9,107257,7814.79,26.4847,0.0632205,1.92454e+06,668.24,300.052,0.0665466,0
46.91,107252,7814.79,26.4847,0.0632326,1.92518e+06,668.384,300.052,0.0665418,0
46.92,107247,7814.8,26.4847,0.0632447,1.92582e+06,668.528,300.052,0.066537,0
46.93,107242,7814.8,26.4848,0.0632568,1.92647e+06,668.672,300.052,0.0665322,0
46.94,107237,7814.81,26.4848,0.063269,1.92711e+06,668.816,300.052,0.0665275,0
46.95,107232,7814.81,26.4848,0.0632811,1.92775e+06,668.96,300.052,0.0665227,0
46.96,107227,7814.82,26.4848,0.0632932,1.92839e+06,669.104,300.052,0.0665179,0
46.97,107222,7814.83,26.4848,0.0633053,1.92904e+06,669.248,300.052,0.0665131,0
46.98,107217,7814.83,26.4848,0.0633174,1.92968e+06,669.392,300.052,0.0665083,0
46.99,107212,7814.84,26.4849,0.0633295,1.93033e+06,669.537,300.052,0.0665035,0
47,107207,7814.84,26.4849,0.0633417,1.93097e+06,669.681,300.052,0.0664987,0
47.01,107202,7814.85,26.4849,0.0633538,1.93162e+06,669.825,300.052,0.0664939,0
47.02,107197,7814.85,26.4849,0.0633659,1.93226e+06,669.97,300.052,0.0664891,0
47.03,107192,7814.86,26.4849,0.063378,1.93291e+06,670.114,300.052,0.0664843,0
47.04,107187,7814.86,26.485,0.0633901,1.93355e+06,670.259,300.052,0.0664795,0
47.05,107182,7814.87,26.485,0.0634023,1.9342e+06,670.404,300.053,0.0664747,0
47.06,107177,7814.88,26.485,0.0634144,1.93484e+06,670.548,300.053,0.0664699,0
47.07,107173,7814.88,26.485,0.0634265,1.93549e+06,670.693,300.053,0.066465,0
47.08,107168,7814.89,26.485,0.0634386,1.93614e+06,670.838,300.053,0.0664602,0
47.09,107163,7814.89,26.4851,0.0634507,1.93679e+06,670.983,300.053,0.0664554,0
47.1,107158,7814.9,26.4851,0.0634628,1.93743e+06,671.128,300.053,0.0664506,0
47.11,107153,7814.9,26.4851,0.063475,1.93808e+06,671.273,300.053,0.0664458,0
47.12,107148,7814.91,26.4851,0.0634871,1.93873e+06,671.418,300.053,0.066441,0
47.13,107143,7814.91,26.4851,0.0634992,1.93938e+06,671.563,300.053,0.0664361,0
47.14,107138,7814.92,26.4851,0.0635113,1.94003e+06,671.708,300.053,0.0664313,0
47.15,107133,7814.93,26.4852,0.0635234,1.94068e+06,671.853,300.053,0.0664265,0
47.16,107128,7814.93,26.4852,0.0635356,1.94133e+06,671.998,300.053,0.0664217,0
47.17,107123,7814.94,26.4852,0.0635477,1.94198e+06,672.144,300.053,0.0664168,0
47.18,107118,7814.94,26.4852,0.0635598,1.94263e+06,672.289,300.053,0.066412,0
47.19,107113,7814.95,26.4852,0.0635719,1.94328e+06,672.435,300.053,0.0664072,0
47.2,107108,7814.95,26.4853,0.063584,1.94393e+06,672.58,300.053,0.0664024,0
47.21,107103,7814.96,26.4853,0.0635961,1.94459e+06,672.726,300.053,0.0663975,0
47.22,107098,7814.96,26.4853,0.0636083,1.94524e+06,672.871,300.053,0.0663927,0
47.23,107093,7814.97,26.4853,0.0636204,1.94589e+06,673.017,300.053,0.0663878,0
47.24,107088,7814.98,26.4853,0.0636325,1.94654e+06,673.163,300.053,0.066383,0
47.25,107083,7814.98,26.4854,0.0636446,1.9472e+06,673.309,300.053,0.0663782,0
47.26,107078,7814.99,26.4854,0.0636567,1.94785e+06,673.454,300.053,0.0663733,0
47.27,107073,7814.99,26.4854,0.0636688,1.9485e+06,673.6,300.053,0.0663685,0
47.28,107068,7815,26.4854,0.063681,1.94916e+06,673.746,300.053,0.0663636,0
47.29,107063,7815,26.4854,0.0636931,1.94981e+06,673.892,300.053,0.0663588,0
47.3,107058,7815.01,26.4855,0.0637052,1.95047e+06,674.039,300.053,0.0663539,0
47.31,107053,7815.02,26.4855,0.0637173,1.95112e+06,674.185,300.053,0.0663491,0
47.32,107048,7815.02,26.4855,0.0637294,1.95178e+06,674.331,300.053,0.0663442,0
47.33,107043,7815.03,26.4855,0.0637416,1.95243e+06,674.477,300.053,0.0663394,0
47.34,107038,7815.03,26.4855,0.0637537,1.95309e+06,674.624,300.053,0.0663345,0
47.35,107033,7815.04,26.4855,0.0637658,1.95375e+06,674.77,300.053,0.0663297,0
47.36,107028,7815.04,26.4856,0.0637779,1.9544e+06,674.916,300.054,0.0663248,0
47.37,107023,7815.05,26.4856,0.06379,1.95506e+06,675.063,300.054,0.06632,0
47.38,107019,7815.05,26.4856,0.0638021,1.95572e+06,675.209,300.054,0.0663151,0
47.39,107014,7815.06,26.4856,0.0638143,1.95638e+06,675.356,300.054,0.0663102,0
47.4,107009,7815.07,26.4856,0.0638264,1.95703e+06,675.503,300.054,0.0663054,0
47.41,107004,7815.07,26.4857,0.0638385,1.95769e+06,675.65,300.054,0.0663005,0
47.42,106999,7815.08,26.4857,0.0638506,1.95835e+06,675.796,300.054,0.0662957,0
47.43,106994,7815.08,26.4857,0.0638627,1.95901e+06,675.943,300.054,0.0662908,0
47.44,106989,7815.09,26.4857,0.0638749,1.95967e+06,676.09,300.054,0.0662859,0
47.45,106984,7815.09,26.4857,0.063887,1.96033e+06,676.237,300.054,0.066281,0
47.46,106979,7815.1,26.4858,0.0638991,1.96099e+06,676.384,300.054,0.0662762,0
47.47,106974,7815.1,26.4858,0.0639112,1.96165e+06,676.531,300.054,0.0662713,0
47.48,106969,7815.11,26.4858,0.0639233,1.96231e+06,676.679,300.054,0.0662664,0
47.49,106964,7815.12,26.4858,0.0639354,1.96297e+06,676.826,300.054,0.0662615,0
47.5,106959,7815.12,26.4858,0.0639476,1.96364e+06,676.973,300.054,0.0662567,0
47.51,106954,7815.13,26.4858,0.0639597,1.9643e+06,677.121,300.054,0.0662518,0
47.52,106949,7815.13,26.4859,0.0639718,1.96496e+06,677.268,300.054,0.0662469,0
47.53,106944,7815.14,26.4859,0.0639839,1.96562e+06,677.415,300.054,0.066242,0
47.54,106939,7815.14,26.4859,0.063996,1.96629e+06,677.563,300.054,0.0662371,0
47.55,106934,7815.15,26.4859,0.0640082,1.96695e+06,677.711,300.054,0.0662322,0
47.56,106929,7815.15,26.4859,0.0640203,1.96761e+06,677.858,300.054,0.0662273,0
47.57,106924,7815.16,26.486,0.0640324,1.96828e+06,678.006,300.054,0.0662224,0
47.58,106919,7815.17,26.486,0.0640445,1.96894e+06,678.154,300.054,0.0662176,0
47.59,106914,7815.17,26.486,0.0640566,1.96961e+06,678.302,300.054,0.0662127,0
47.6,106909,7815.18,26.486,0.0640687,1.97027e+06,678.449,300.054,0.0662078,0
47.61,106904,7815.18,26.486,0.0640809,1.97094e+06,678.597,300.054,0.0662029,0
47.62,106899,7815.19,26.4861,0.064093,1.9716e+06,678.745,300.054,0.066198,0
47.63,106894,7815.19,26.4861,0.0641051,1.97227e+06,678.894,300.054,0.0661931,0
47.64,106889,7815.2,26.4861,0.0641172,1.97294e+06,679.042,300.054,0.0661882,0
47.65,106884,7815.21,26.4861,0.0641293,1.9736e+06,679.19,300.054,0.0661833,0
47.66,106879,7815.21,26.4861,0.0641415,1.97427e+06,679.338,300.054,0.0661783,0
47.67,106874,7815.22,26.4862,0.0641536,1.97494e+06,679.486,300.055,0.0661734,0
47.68,106869,7815.22,26.4862,0.0641657,1.97561e+06,679.635,300.055,0.0661685,0
47.69,106864,7815.23,26.4862,0.0641778,1.97627e+06,679.783,300.055,0.0661636,0
47.7,106859,7815.23,26.4862,0.0641899,1.97694e+06,679.932,300.055,0.0661587,0
47.71,106854,7815.24,26.4862,0.0642021,1.97761e+06,680.08,300.055,0.0661538,0
47.72,106849,7815.24,26.4862,0.0642142,1.97828e+06,680.229,300.055,0.0661489,0
47.73,106844,7815.25,26.4863,0.0642263,1.97895e+06,680.378,300.055,0.066144,0
47.74,106839,7815.26,26.4863,0.0642384,1.97962e+06,680.526,300.055,0.066139,0
47.75,106833,7815.26,26.4863,0.0642505,1.98029e+06,680.675,300.055,0.0661341,0
47.76,106828,7815.27,26.4863,0.0642626,1.98096e+06,680.824,300.055,0.0661292,0
47.77,106823,7815.27,26.4863,0.0642748,1.98163e+06,680.973,300.055,0.0661243,0
47.78,106818,7815.28,26.4864,0.0642869,1.98231e+06,681.122,300.055,0.0661193,0
47.79,106813,7815.28,26.4864,0.064299,1.98298e+06,681.271,300.055,0.0661144,0
47.8,106808,7815.29,26.4864,0.0643111,1.98365e+06,681.42,300.055,0.0661095,0
47.81,106803,7815.29,26.4864,0.0643232,1.98432e+06,681.569,300.055,0.0661046,0
47.82,106798,7815.3,26.4864,0.0643354,1.985e+06,681.719,300.055,0.0660996,0
47.83,106793,7815.31,26.4865,0.0643475,1.98567e+06,681.868,300.055,0.0660947,0
47.84,106788,7815.31,26.4865,0.0643596,1.98634e+06,682.017,300.055,0.0660898,0
47.85,106783,7815.32,26.4865,0.0643717,1.98702e+06,682.167,300.055,0.0660848,0
47.86,106778,7815.32,26.4865,0.0643838,1.98769e+06,682.316,300.055,0.0660799,0
47.87,106773,7815.33,26.4865,0.0643959,1.98837e+06,682.466,300.055,0.0660749,0
47.88,106768,7815.33,26.4866,0.0644081,1.98904e+06,682.615,300.055,0.06607,0
47.89,106763,7815.34,26.4866,0.0644202,1.98972e+06,682.765,300.055,0.066065,0
47.9,106758,7815.35,26.4866,0.0644323,1.99039e+06,682.915,300.055,0.0660601,0
47.91,106753,7815.35,26.4866,0.0644444,1.99107e+06,683.065,300.055,0.0660552,0
47.92,106748,7815.36,26.4866,0.0644565,1.99175e+06,683.214,300.055,0.0660502,0
47.93,106743,7815.36,26.4866,0.0644687,1.99242e+06,683.364,300.055,0.0660453,0
47.94,106738,7815.37,26.4867,0.0644808,1.9931e+06,683.514,300.055,0.0660403,0
47.95,106733,7815.37,26.4867,0.0644929,1.99378e+06,683.664,300.055,0.0660353,0
47.96,106728,7815.38,26.4867,0.064505,1.99445e+06,683.815,300.055,0.0660304,0
47.97,106723,7815.38,26.4867,0.0645171,1.99513e+06,683.965,300.055,0.0660254,0
47.98,106718,7815.39,26.4867,0.0645292,1.99581e+06,684.115,300.056,0.0660205,0
47.99,106713,7815.4,26.4868,0.0645414,1.99649e+06,684.265,300.056,0.0660155,0
48,106708,7815.4,26.4868,0.0645535,1.99717e+06,684.416,300.056,0.0660105,0
48.01,106703,7815.41,26.4868,0.0645656,1.99785e+06,684.566,300.056,0.0660056,0
48.02,106698,7815.41,26.4868,0.0645777,1.99853e+06,684.716,300.056,0.0660006,0
48.03,106693,7815.42,26.4868,0.0645898,1.99921e+06,684.867,300.056,0.0659956,0
48.04,106688,7815.42,26.4869,0.064602,1.99989e+06,685.018,300.056,0.0659907,0
48.05,106683,7815.43,26.4869,0.0646141,2.00057e+06,685.168,300.056,0.0659857,0
48.06,106677,7815.44,26.4869,0.0646262,2.00125e+06,685.319,300.056,0.0659807,0
48.07,106672,7815.44,26.4869,0.0646383,2.00194e+06,685.47,300.056,0.0659758,0
48.08,106667,7815.45,26.4869,0.0646504,2.00262e+06,685.621,300.056,0.0659708,0
48.09,106662,7815.45,26.487,0.0646626,2.0033e+06,685.772,300.056,0.0659658,0
48.1,106657,7815.46,26.487,0.0646747,2.00398e+06,685.923,300.056,0.0659608,0
48.11,106652,7815.46,26.487,0.0646868,2.00467e+06,686.074,300.056,0.0659558,0
48.12,106647,7815.47,26.487,0.0646989,2.00535e+06,686.225,300.056,0.0659509,0
48.13,106642,7815.48,26.487,0.064711,2.00603e+06,686.376,300.056,0.0659459,0
48.14,106637,7815.48,26.487,0.0647231,2.00672e+06,686.527,300.056,0.0659409,0
48.15,106632,7815.49,26.4871,0.0647353,2.0074e+06,686.678,300.056,0.0659359,0
48.16,106627,7815.49,26.4871,0.0647474,2.00809e+06,686.83,300.056,0.0659309,0
48.17,106622,7815.5,26.4871,0.0647595,2.00877e+06,686.981,300.056,0.0659259,0
48.18,106617,7815.5,26.4871,0.0647716,2.00946e+06,687.133,300.056,0.0659209,0
48.19,106612,7815.51,26.4871,0.0647837,2.01015e+06,687.284,300.056,0.0659159,0
48.2,106607,7815.51,26.4872,0.0647959,2.01083e+06,687.436,300.056,0.0659109,0
48.21,106602,7815.52,26.4872,0.064808,2.01152e+06,687.587,300.056,0.0659059,0
48.22,106597,7815.53,26.4872,0.0648201,2.01221e+06,687.739,300.056,0.0659009,0
48.23,106592,7815.53,26.4872,0.0648322,2.0129e+06,687.891,300.056,0.0658959,0
48.24,106586,7815.54,26.4872,0.0648443,2.01358e+06,688.043,300.056,0.0658909,0
48.25,106581,7815.54,26.4873,0.0648565,2.01427e+06,688.195,300.056,0.0658859,0
48.26,106576,7815.55,26.4873,0.0648686,2.01496e+06,688.347,300.056,0.0658809,0
48.27,106571,7815.55,26.4873,0.0648807,2.01565e+06,688.499,300.056,0.0658759,0
48.28,106566,7815.56,26.4873,0.0648928,2.01634e+06,688.651,300.057,0.0658709,0
48.29,106561,7815.57,26.4873,0.0649049,2.01703e+06,688.803,300.057,0.0658659,0
48.3,106556,7815.57,26.4874,0.064917,2.01772e+06,688.955,300.057,0.0658609,0
48.31,106551,7815.58,26.4874,0.0649292,2.01841e+06,689.107,300.057,0.0658559,0
48.32,106546,7815.58,26.4874,0.0649413,2.0191e+06,689.26,300.057,0.0658509,0
48.33,106541,7815.59,26.4874,0.0649534,2.01979e+06,689.412,300.057,0.0658458,0
48.34,106536,7815.59,26.4874,0.0649655,2.02048e+06,689.565,300.057,0.0658408,0
48.35,106531,7815.6,26.4875,0.0649776,2.02118e+06,689.717,300.057,0.0658358,0
48.36,106526,7815.61,26.4875,0.0649898,2.02187e+06,689.87,300.057,0.0658308,0
48.37,106521,7815.61,26.4875,0.0650019,2.02256e+06,690.023,300.057,0.0658257,0
48.38,106515,7815.62,26.4875,0.065014,2.02325e+06,690.175,300.057,0.0658207,0
48.39,106510,7815.62,26.4875,0.0650261,2.02395e+06,690.328,300.057,0.0658157,0
