t,z,V,Mach,alpha,q_total,T_surface,T_bulk,thickness,TPS_failed
3.43,119773,7800.41,26.436,0.0105645,824173,317.636,300,0.0792976,0
3.44,119772,7800.41,26.436,0.0105766,824220,317.688,300,0.0792956,0
3.45,119771,7800.41,26.436,0.0105887,824267,317.74,300,0.0792935,0
3.46,119770,7800.41,26.436,0.0106008,824315,317.792,300,0.0792915,0
3.47,119770,7800.41,26.436,0.0106129,824362,317.844,300,0.0792894,0
3.48,119769,7800.41,26.436,0.010625,824409,317.896,300,0.0792873,0
3.49,119768,7800.41,26.436,0.0106371,824456,317.948,300,0.0792853,0
3.5,119767,7800.41,26.436,0.0106493,824504,318,300,0.0792832,0
3.51,119766,7800.41,26.436,0.0106614,824551,318.052,300,0.0792812,0
3.52,119765,7800.41,26.436,0.0106735,824599,318.104,300,0.0792791,0
3.53,119765,7800.42,26.436,0.0106856,824646,318.156,300,0.079277,0
3.54,119764,7800.42,26.436,0.0106977,824694,318.208,300,0.079275,0
3.55,119763,7800.42,26.436,0.0107098,824741,318.26,300,0.0792729,0
3.56,119762,7800.42,26.436,0.0107219,824789,318.312,300,0.0792709,0
3.57,119761,7800.42,26.436,0.010734,824837,318.364,300,0.0792688,0
3.58,119760,7800.42,26.436,0.0107461,824884,318.416,300,0.0792667,0
3.59,119760,7800.42,26.436,0.0107583,824932,318.468,300,0.0792647,0
3.6,119759,7800.42,26.436,0.0107704,824980,318.52,300,0.0792626,0
3.61,119758,7800.42,26.436,0.0107825,825028,318.572,300,0.0792606,0
3.62,119757,7800.42,26.436,0.0107946,825076,318.624,300,0.0792585,0
3.63,119756,7800.43,26.436,0.0108067,825124,318.676,300,0.0792564,0
3.64,119755,7800.43,26.436,0.0108188,825172,318.728,300,0.0792544,0
3.65,119755,7800.43,26.436,0.0108309,825220,318.78,300,0.0792523,0
3.66,119754,7800.43,26.436,0.010843,825269,318.832,300,0.0792502,0
3.67,119753,7800.43,26.436,0.0108552,825317,318.884,300,0.0792482,0
3.68,119752,7800.43,26.436,0.0108673,825365,318.936,300,0.0792461,0
3.69,119751,7800.43,26.436,0.0108794,825414,318.988,300,0.0792441,0
3.7,119750,7800.43,26.436,0.0108915,825462,319.04,300,0.079242,0
3.71,119749,7800.43,26.436,0.0109036,825511,319.092,300,0.0792399,0
3.72,119749,7800.43,26.4361,0.0109157,825559,319.144,300,0.0792379,0
3.73,119748,7800.43,26.4361,0.0109278,825608,319.196,300,0.0792358,0
3.74,119747,7800.44,26.4361,0.0109399,825657,319.248,300,0.0792337,0
3.75,119746,7800.44,26.4361,0.010952,825705,319.3,300,0.0792317,0
3.76,119745,7800.44,26.4361,0.0109642,825754,319.352,300,0.0792296,0
3.77,119744,7800.44,26.4361,0.0109763,825803,319.405,300,0.0792276,0
3.78,119744,7800.44,26.4361,0.0109884,825852,319.457,300,0.0792255,0
3.79,119743,7800.44,26.4361,0.0110005,825901,319.509,300,0.0792234,0
3.8,119742,7800.44,26.4361,0.0110126,825950,319.561,300,0.0792214,0
3.81,119741,7800.44,26.4361,0.0110247,825999,319.613,300,0.0792193,0
3.82,119740,7800.44,26.4361,0.0110368,826048,319.665,300,0.0792172,0
3.83,119739,7800.44,26.4361,0.0110489,826097,319.717,300,0.0792152,0
3.84,119738,7800.44,26.4361,0.0110611,826146,319.769,300,0.0792131,0
3.85,119737,7800.45,26.4361,0.0110732,826196,319.821,300,0.0792111,0
3.86,119737,7800.45,26.4361,0.0110853,826245,319.873,300,0.079209,0
3.87,119736,7800.45,26.4361,0.0110974,826294,319.926,300,0.0792069,0
3.88,119735,7800.45,26.4361,0.0111095,826344,319.978,300,0.0792049,0
3.89,119734,7800.45,26.4361,0.0111216,826393,320.03,300,0.0792028,0
3.9,119733,7800.45,26.4361,0.0111337,826443,320.082,300,0.0792007,0
3.91,119732,7800.45,26.4361,0.0111458,826493,320.134,300,0.0791987,0
3.92,119731,7800.45,26.4361,0.0111579,826542,320.186,300,0.0791966,0
3.93,119731,7800.45,26.4361,0.0111701,826592,320.238,300,0.0791945,0
3.94,119730,7800.45,26.4361,0.0111822,826642,320.291,300,0.0791925,0
3.95,119729,7800.46,26.4361,0.0111943,826692,320.343,300,0.0791904,0
3.96,119728,7800.46,26.4361,0.0112064,826741,320.395,300,0.0791883,0
3.97,119727,7800.46,26.4361,0.0112185,826791,320.447,300,0.0791863,0
3.98,119726,7800.46,26.4361,0.0112306,826841,320.499,300,0.0791842,0
3.99,119725,7800.46,26.4361,0.0112427,826891,320.551,300,0.0791821,0
4,119724,7800.46,26.4361,0.0112548,826942,320.604,300,0.0791801,0
4.01,119724,7800.46,26.4361,0.011267,826992,320.656,300,0.079178,0
4.02,119723,7800.46,26.4361,0.0112791,827042,320.708,300,0.0791759,0
4.03,119722,7800.46,26.4362,0.0112912,827092,320.76,300,0.0791739,0
4.04,119721,7800.46,26.4362,0.0113033,827143,320.812,300,0.0791718,0
4.05,119720,7800.47,26.4362,0.0113154,827193,320.865,300,0.0791697,0
4.06,119719,7800.47,26.4362,0.0113275,827243,320.917,300,0.0791677,0
4.07,119718,7800.47,26.4362,0.0113396,827294,320.969,300,0.0791656,0
4.08,119717,7800.47,26.4362,0.0113517,827344,321.021,300,0.0791635,0
4.09,119716,7800.47,26.4362,0.0113638,827395,321.073,300,0.0791615,0
4.1,119716,7800.47,26.4362,0.011376,827446,321.126,300,0.0791594,0
4.11,119715,7800.47,26.4362,0.0113881,827496,321.178,300,0.0791573,0
4.12,119714,7800.47,26.4362,0.0114002,827547,321.23,300,0.0791553,0
4.13,119713,7800.47,26.4362,0.0114123,827598,321.282,300,0.0791532,0
4.14,119712,7800.47,26.4362,0.0114244,827649,321.335,300,0.0791511,0
4.15,119711,7800.48,26.4362,0.0114365,827700,321.387,300,0.0791491,0
4.16,119710,7800.48,26.4362,0.0114486,827751,321.439,300,0.079147,0
4.17,119709,7800.48,26.4362,0.0114607,827802,321.491,300,0.0791449,0
4.18,119708,7800.48,26.4362,0.0114729,827853,321.544,300,0.0791429,0
4.19,119708,7800.48,26.4362,0.011485,827904,321.596,300,0.0791408,0
4.2,119707,7800.48,26.4362,0.0114971,827956,321.648,300,0.0791387,0
4.21,119706,7800.48,26.4362,0.0115092,828007,321.7,300,0.0791367,0
4.22,119705,7800.48,26.4362,0.0115213,828058,321.753,300,0.0791346,0
4.23,119704,7800.48,26.4362,0.0115334,828110,321.805,300,0.0791325,0
4.24,119703,7800.48,26.4362,0.0115455,828161,321.857,300,0.0791305,0
4.25,119702,7800.49,26.4362,0.0115576,828212,321.91,300,0.0791284,0
4.26,119701,7800.49,26.4362,0.0115697,828264,321.962,300,0.0791263,0
4.27,119700,7800.49,26.4362,0.0115819,828316,322.014,300,0.0791242,0
4.28,119699,7800.49,26.4362,0.011594,828367,322.067,300,0.0791222,0
4.29,119699,7800.49,26.4362,0.0116061,828419,322.119,300,0.0791201,0
4.3,119698,7800.49,26.4362,0.0116182,828471,322.171,300,0.079118,0
4.31,119697,7800.49,26.4362,0.0116303,828523,322.223,300,0.079116,0
4.32,119696,7800.49,26.4363,0.0116424,828575,322.276,300,0.0791139,0
4.33,119695,7800.49,26.4363,0.0116545,828627,322.328,300,0.0791118,0
4.34,119694,7800.49,26.4363,0.0116666,828679,322.38,300,0.0791098,0
4.35,119693,7800.5,26.4363,0.0116788,828731,322.433,300,0.0791077,0
4.36,119692,7800.5,26.4363,0.0116909,828783,322.485,300,0.0791056,0
4.37,119691,7800.5,26.4363,0.011703,828835,322.538,300,0.0791035,0
4.38,119690,7800.5,26.4363,0.0117151,828887,322.59,300,0.0791015,0
4.39,119689,7800.5,26.4363,0.0117272,828939,322.642,300,0.0790994,0
4.4,119689,7800.5,26.4363,0.0117393,828992,322.695,300,0.0790973,0
4.41,119688,7800.5,26.4363,0.0117514,829044,322.747,300,0.0790953,0
4.42,119687,7800.5,26.4363,0.0117635,829097,322.799,300,0.0790932,0
4.43,119686,7800.5,26.4363,0.0117756,829149,322.852,300,0.0790911,0
4.44,119685,7800.5,26.4363,0.0117878,829202,322.904,300,0.0790891,0
4.45,119684,7800.51,26.4363,0.0117999,829254,322.956,300,0.079087,0
4.46,119683,7800.51,26.4363,0.011812,829307,323.009,300,0.0790849,0
4.47,119682,7800.51,26.4363,0.0118241,829360,323.061,300,0.0790828,0
4.48,119681,7800.51,26.4363,0.0118362,829413,323.114,300,0.0790808,0
4.49,119680,7800.51,26.4363,0.0118483,829465,323.166,300,0.0790787,0
4.5,119679,7800.51,26.4363,0.0118604,829518,323.218,300,0.0790766,0
4.51,119678,7800.51,26.4363,0.0118725,829571,323.271,300,0.0790745,0
4.52,119677,7800.51,26.4363,0.0118846,829624,323.323,300,0.0790725,0
4.53,119677,7800.51,26.4363,0.0118968,829677,323.376,300,0.0790704,0
4.54,119676,7800.51,26.4363,0.0119089,829730,323.428,300,0.0790683,0
4.55,119675,7800.52,26.4363,0.011921,829784,323.481,300,0.0790663,0
4.56,119674,7800.52,26.4363,0.0119331,829837,323.533,300,0.0790642,0
4.57,119673,7800.52,26.4363,0.0119452,829890,323.585,300,0.0790621,0
4.58,119672,7800.52,26.4363,0.0119573,829944,323.638,300,0.07906,0
4.59,119671,7800.52,26.4363,0.0119694,829997,323.69,300,0.079058,0
4.6,119670,7800.52,26.4363,0.0119815,830050,323.743,300,0.0790559,0
4.61,119669,7800.52,26.4364,0.0119937,830104,323.795,300,0.0790538,0
4.62,119668,7800.52,26.4364,0.0120058,830158,323.848,300,0.0790517,0
4.63,119667,7800.52,26.4364,0.0120179,830211,323.9,300,0.0790497,0
4.64,119666,7800.53,26.4364,0.01203,830265,323.953,300,0.0790476,0
4.65,119665,7800.53,26.4364,0.0120421,830319,324.005,300,0.0790455,0
4.66,119664,7800.53,26.4364,0.0120542,830372,324.058,300,0.0790434,0
4.67,119663,7800.53,26.4364,0.0120663,830426,324.11,300,0.0790414,0
4.68,119663,7800.53,26.4364,0.0120784,830480,324.163,300,0.0790393,0
4.69,119662,7800.53,26.4364,0.0120905,830534,324.215,300,0.0790372,0
4.7,119661,7800.53,26.4364,0.0121027,830588,324.268,300,0.0790351,0
4.71,119660,7800.53,26.4364,0.0121148,830642,324.32,300,0.0790331,0
4.72,119659,7800.53,26.4364,0.0121269,830696,324.373,300,0.079031,0
4.73,119658,7800.53,26.4364,0.012139,830751,324.425,300,0.0790289,0
4.74,119657,7800.54,26.4364,0.0121511,830805,324.478,300,0.0790268,0
4.75,119656,7800.54,26.4364,0.0121632,830859,324.53,300,0.0790248,0
4.76,119655,7800.54,26.4364,0.0121753,830914,324.583,300,0.0790227,0
4.77,119654,7800.54,26.4364,0.0121874,830968,324.635,300,0.0790206,0
4.78,119653,7800.54,26.4364,0.0121996,831022,324.688,300,0.0790185,0
4.79,119652,7800.54,26.4364,0.0122117,831077,324.74,300,0.0790165,0
4.8,119651,7800.54,26.4364,0.0122238,831132,324.793,300,0.0790144,0
4.81,119650,7800.54,26.4364,0.0122359,831186,324.846,300,0.0790123,0
4.82,119649,7800.54,26.4364,0.012248,831241,324.898,300,0.0790102,0
4.83,119648,7800.55,26.4364,0.0122601,831296,324.951,300,0.0790082,0
4.84,119647,7800.55,26.4364,0.0122722,831350,325.003,300,0.0790061,0
4.85,119646,7800.55,26.4364,0.0122843,831405,325.056,300,0.079004,0
4.86,119645,7800.55,26.4364,0.0122964,831460,325.108,300,0.0790019,0
4.87,119644,7800.55,26.4364,0.0123086,831515,325.161,300,0.0789999,0
4.88,119644,7800.55,26.4364,0.0123207,831570,325.214,300,0.0789978,0
4.89,119643,7800.55,26.4365,0.0123328,831625,325.266,300,0.0789957,0
4.9,119642,7800.55,26.4365,0.0123449,831681,325.319,300,0.0789936,0
4.91,119641,7800.55,26.4365,0.012357,831736,325.371,300,0.0789915,0
4.92,119640,7800.56,26.4365,0.0123691,831791,325.424,300,0.0789895,0
4.93,119639,7800.56,26.4365,0.0123812,831846,325.477,300,0.0789874,0
4.94,119638,7800.56,26.4365,0.0123933,831902,325.529,300,0.0789853,0
4.95,119637,7800.56,26.4365,0.0124055,831957,325.582,300,0.0789832,0
4.96,119636,7800.56,26.4365,0.0124176,832013,325.635,300,0.0789811,0
4.97,119635,7800.56,26.4365,0.0124297,832068,325.687,300,0.0789791,0
4.98,119634,7800.56,26.4365,0.0124418,832124,325.74,300,0.078977,0
4.99,119633,7800.56,26.4365,0.0124539,832179,325.792,300,0.0789749,0
5,119632,7800.56,26.4365,0.012466,832235,325.845,300,0.0789728,0
5.01,119631,7800.56,26.4365,0.0124781,832291,325.898,300,0.0789708,0
5.02,119630,7800.57,26.4365,0.0124902,832347,325.95,300,0.0789687,0
5.03,119629,7800.57,26.4365,0.0125023,832403,326.003,300,0.0789666,0
5.04,119628,7800.57,26.4365,0.0125145,832459,326.056,300,0.0789645,0
5.05,119627,7800.57,26.4365,0.0125266,832515,326.108,300,0.0789624,0
5.06,119626,7800.57,26.4365,0.0125387,832571,326.161,300,0.0789604,0
5.07,119625,7800.57,26.4365,0.0125508,832627,326.214,300,0.0789583,0
5.08,119624,7800.57,26.4365,0.0125629,832683,326.266,300,0.0789562,0
5.09,119623,7800.57,26.4365,0.012575,832739,326.319,300,0.0789541,0
5.1,119622,7800.57,26.4365,0.0125871,832795,326.372,300,0.078952,0
5.11,119621,7800.58,26.4365,0.0125992,832852,326.425,300,0.07895,0
5.12,119620,7800.58,26.4365,0.0126114,832908,326.477,300,0.0789479,0
5.13,119619,7800.58,26.4365,0.0126235,832965,326.53,300,0.0789458,0
5.14,119618,7800.58,26.4365,0.0126356,833021,326.583,300,0.0789437,0
5.15,119617,7800.58,26.4365,0.0126477,833078,326.635,300,0.0789416,0
5.16,119616,7800.58,26.4366,0.0126598,833134,326.688,300,0.0789396,0
5.17,119615,7800.58,26.4366,0.0126719,833191,326.741,300,0.0789375,0
5.18,119614,7800.58,26.4366,0.012684,833248,326.794,300,0.0789354,0
5.19,119613,7800.58,26.4366,0.0126961,833305,326.846,300,0.0789333,0
5.2,119612,7800.59,26.4366,0.0127082,833361,326.899,300,0.0789312,0
5.21,119611,7800.59,26.4366,0.0127204,833418,326.952,300,0.0789291,0
5.22,119610,7800.59,26.4366,0.0127325,833475,327.005,300,0.0789271,0
5.23,119609,7800.59,26.4366,0.0127446,833532,327.057,300,0.078925,0
5.24,119608,7800.59,26.4366,0.0127567,833589,327.11,300,0.0789229,0
5.25,119607,7800.59,26.4366,0.0127688,833647,327.163,300,0.0789208,0
5.26,119606,7800.59,26.4366,0.0127809,833704,327.216,300,0.0789187,0
5.27,119605,7800.59,26.4366,0.012793,833761,327.269,300,0.0789166,0
5.28,119604,7800.59,26.4366,0.0128051,833818,327.321,300,0.0789146,0
5.29,119603,7800.6,26.4366,0.0128173,833876,327.374,300,0.0789125,0
5.3,119602,7800.6,26.4366,0.0128294,833933,327.427,300,0.0789104,0
5.31,119601,7800.6,26.4366,0.0128415,833991,327.48,300,0.0789083,0
5.32,119600,7800.6,26.4366,0.0128536,834048,327.533,300,0.0789062,0
5.33,119599,7800.6,26.4366,0.0128657,834106,327.585,300,0.0789041,0
5.34,119598,7800.6,26.4366,0.0128778,834163,327.638,300,0.0789021,0
5.35,119597,7800.6,26.4366,0.0128899,834221,327.691,300,0.0789,0
5.36,119596,7800.6,26.4366,0.012902,834279,327.744,300,0.0788979,0
5.37,119595,7800.6,26.4366,0.0129141,834337,327.797,300,0.0788958,0
5.38,119594,7800.61,26.4366,0.0129263,834395,327.849,300,0.0788937,0
5.39,119593,7800.61,26.4366,0.0129384,834452,327.902,300,0.0788916,0
5.4,119592,7800.61,26.4366,0.0129505,834510,327.955,300,0.0788896,0
5.41,119591,7800.61,26.4366,0.0129626,834568,328.008,300,0.0788875,0
5.42,119590,7800.61,26.4367,0.0129747,834627,328.061,300,0.0788854,0
5.43,119589,7800.61,26.4367,0.0129868,834685,328.114,300,0.0788833,0
5.44,119588,7800.61,26.4367,0.0129989,834743,328.167,300,0.0788812,0
5.45,119587,7800.61,26.4367,0.013011,834801,328.219,300,0.0788791,0
5.46,119586,7800.62,26.4367,0.0130232,834860,328.272,300,0.078877,0
5.47,119585,7800.62,26.4367,0.0130353,834918,328.325,300,0.078875,0
5.48,119584,7800.62,26.4367,0.0130474,834976,328.378,300,0.0788729,0
5.49,119583,7800.62,26.4367,0.0130595,835035,328.431,300,0.0788708,0
5.5,119582,7800.62,26.4367,0.0130716,835093,328.484,300,0.0788687,0
5.51,119581,7800.62,26.4367,0.0130837,835152,328.537,300,0.0788666,0
5.52,119580,7800.62,26.4367,0.0130958,835211,328.59,300,0.0788645,0
5.53,119579,7800.62,26.4367,0.0131079,835270,328.643,300,0.0788624,0
5.54,119578,7800.62,26.4367,0.01312,835328,328.696,300,0.0788604,0
5.55,119577,7800.63,26.4367,0.0131322,835387,328.748,300,0.0788583,0
5.56,119576,7800.63,26.4367,0.0131443,835446,328.801,300,0.0788562,0
5.57,119575,7800.63,26.4367,0.0131564,835505,328.854,300,0.0788541,0
5.58,119574,7800.63,26.4367,0.0131685,835564,328.907,300,0.078852,0
5.59,119573,7800.63,26.4367,0.0131806,835623,328.96,300,0.0788499,0
5.6,119572,7800.63,26.4367,0.0131927,835682,329.013,300,0.0788478,0
5.61,119571,7800.63,26.4367,0.0132048,835741,329.066,300,0.0788457,0
5.62,119570,7800.63,26.4367,0.0132169,835801,329.119,300,0.0788437,0
5.63,119569,7800.63,26.4367,0.0132291,835860,329.172,300,0.0788416,0
5.64,119568,7800.64,26.4367,0.0132412,835919,329.225,300,0.0788395,0
5.65,119567,7800.64,26.4367,0.0132533,835979,329.278,300,0.0788374,0
5.66,119566,7800.64,26.4367,0.0132654,836038,329.331,300,0.0788353,0
5.67,119565,7800.64,26.4368,0.0132775,836098,329.384,300,0.0788332,0
5.68,119564,7800.64,26.4368,0.0132896,836157,329.437,300,0.0788311,0
5.69,119563,7800.64,26.4368,0.0133017,836217,329.49,300,0.078829,0
5.7,119562,7800.64,26.4368,0.0133138,836277,329.543,300,0.078827,0
5.71,119560,7800.64,26.4368,0.0133259,836337,329.596,300.001,0.0788249,0
5.72,119559,7800.65,26.4368,0.0133381,836396,329.649,300.001,0.0788228,0
5.73,119558,7800.65,26.4368,0.0133502,836456,329.702,300.001,0.0788207,0
5.74,119557,7800.65,26.4368,0.0133623,836516,329.755,300.001,0.0788186,0
5.75,119556,7800.65,26.4368,0.0133744,836576,329.808,300.001,0.0788165,0
5.76,119555,7800.65,26.4368,0.0133865,836636,329.861,300.001,0.0788144,0
5.77,119554,7800.65,26.4368,0.0133986,836696,329.914,300.001,0.0788123,0
5.78,119553,7800.65,26.4368,0.0134107,836756,329.967,300.001,0.0788102,0
5.79,119552,7800.65,26.4368,0.0134228,836817,330.02,300.001,0.0788081,0
5.8,119551,7800.65,26.4368,0.013435,836877,330.073,300.001,0.0788061,0
5.81,119550,7800.66,26.4368,0.0134471,836937,330.126,300.001,0.078804,0
5.82,119549,7800.66,26.4368,0.0134592,836998,330.179,300.001,0.0788019,0
5.83,119548,7800.66,26.4368,0.0134713,837058,330.232,300.001,0.0787998,0
5.84,119547,7800.66,26.4368,0.0134834,837119,330.286,300.001,0.0787977,0
5.85,119546,7800.66,26.4368,0.0134955,837179,330.339,300.001,0.0787956,0
5.86,119545,7800.66,26.4368,0.0135076,837240,330.392,300.001,0.0787935,0
5.87,119544,7800.66,26.4368,0.0135197,837301,330.445,300.001,0.0787914,0
5.88,119543,7800.66,26.4368,0.0135318,837361,330.498,300.001,0.0787893,0
5.89,119542,7800.67,26.4368,0.013544,837422,330.551,300.001,0.0787872,0
5.9,119541,7800.67,26.4368,0.0135561,837483,330.604,300.001,0.0787851,0
5.91,119540,7800.67,26.4368,0.0135682,837544,330.657,300.001,0.078783,0
5.92,119538,7800.67,26.4369,0.0135803,837605,330.71,300.001,0.078781,0
5.93,119537,7800.67,26.4369,0.0135924,837666,330.763,300.001,0.0787789,0
5.94,119536,7800.67,26.4369,0.0136045,837727,330.817,300.001,0.0787768,0
5.95,119535,7800.67,26.4369,0.0136166,837788,330.87,300.001,0.0787747,0
5.96,119534,7800.67,26.4369,0.0136287,837849,330.923,300.001,0.0787726,0
5.97,119533,7800.67,26.4369,0.0136409,837911,330.976,300.001,0.0787705,0
5.98,119532,7800.68,26.4369,0.013653,837972,331.029,300.001,0.0787684,0
5.99,119531,7800.68,26.4369,0.0136651,838033,331.082,300.001,0.0787663,0
6,119530,7800.68,26.4369,0.0136772,838095,331.135,300.001,0.0787642,0
6.01,119529,7800.68,26.4369,0.0136893,838156,331.189,300.001,0.0787621,0
6.02,119528,7800.68,26.4369,0.0137014,838218,331.242,300.001,0.07876,0
6.03,119527,7800.68,26.4369,0.0137135,838279,331.295,300.001,0.0787579,0
6.04,119526,7800.68,26.4369,0.0137256,838341,331.348,300.001,0.0787558,0
6.05,119525,7800.68,26.4369,0.0137377,838403,331.401,300.001,0.0787537,0
6.06,119524,7800.69,26.4369,0.0137499,838464,331.455,300.001,0.0787516,0
6.07,119522,7800.69,26.4369,0.013762,838526,331.508,300.001,0.0787496,0
6.08,119521,7800.69,26.4369,0.0137741,838588,331.561,300.001,0.0787475,0
6.09,119520,7800.69,26.4369,0.0137862,838650,331.614,300.001,0.0787454,0
6.1,119519,7800.69,26.4369,0.0137983,838712,331.667,300.001,0.0787433,0
6.11,119518,7800.69,26.4369,0.0138104,838774,331.721,300.001,0.0787412,0
6.12,119517,7800.69,26.4369,0.0138225,838836,331.774,300.001,0.0787391,0
6.13,119516,7800.69,26.4369,0.0138346,838899,331.827,300.001,0.078737,0
6.14,119515,7800.7,26.4369,0.0138468,838961,331.88,300.001,0.0787349,0
6.15,119514,7800.7,26.4369,0.0138589,839023,331.933,300.001,0.0787328,0
6.16,119513,7800.7,26.4369,0.013871,839085,331.987,300.001,0.0787307,0
6.17,119512,7800.7,26.437,0.0138831,839148,332.04,300.001,0.0787286,0
6.18,119511,7800.7,26.437,0.0138952,839210,332.093,300.001,0.0787265,0
6.19,119509,7800.7,26.437,0.0139073,839273,332.146,300.001,0.0787244,0
6.2,119508,7800.7,26.437,0.0139194,839335,332.2,300.001,0.0787223,0
6.21,119507,7800.7,26.437,0.0139315,839398,332.253,300.001,0.0787202,0
6.22,119506,7800.71,26.437,0.0139436,839461,332.306,300.001,0.0787181,0
6.23,119505,7800.71,26.437,0.0139558,839524,332.36,300.001,0.078716,0
6.24,119504,7800.71,26.437,0.0139679,839586,332.413,300.001,0.0787139,0
6.25,119503,7800.71,26.437,0.01398,839649,332.466,300.001,0.0787118,0
6.26,119502,7800.71,26.437,0.0139921,839712,332.519,300.001,0.0787097,0
6.27,119501,7800.71,26.437,0.0140042,839775,332.573,300.001,0.0787076,0
6.28,119500,7800.71,26.437,0.0140163,839838,332.626,300.001,0.0787055,0
6.29,119499,7800.71,26.437,0.0140284,839901,332.679,300.001,0.0787034,0
6.3,119498,7800.72,26.437,0.0140405,839965,332.733,300.001,0.0787013,0
6.31,119496,7800.72,26.437,0.0140527,840028,332.786,300.001,0.0786992,0
6.32,119495,7800.72,26.437,0.0140648,840091,332.839,300.001,0.0786971,0
6.33,119494,7800.72,26.437,0.0140769,840154,332.893,300.001,0.078695,0
6.34,119493,7800.72,26.437,0.014089,840218,332.946,300.001,0.0786929,0
6.35,119492,7800.72,26.437,0.0141011,840281,332.999,300.001,0.0786908,0
6.36,119491,7800.72,26.437,0.0141132,840345,333.053,300.001,0.0786887,0
6.37,119490,7800.72,26.437,0.0141253,840408,333.106,300.001,0.0786866,0
6.38,119489,7800.73,26.437,0.0141374,840472,333.159,300.001,0.0786845,0
6.39,119488,7800.73,26.437,0.0141495,840536,333.213,300.001,0.0786824,0
6.4,119487,7800.73,26.437,0.0141617,840599,333.266,300.001,0.0786803,0
6.41,119485,7800.73,26.4371,0.0141738,840663,333.32,300.001,0.0786782,0
6.42,119484,7800.73,26.4371,0.0141859,840727,333.373,300.001,0.0786761,0
6.43,119483,7800.73,26.4371,0.014198,840791,333.426,300.001,0.078674,0
6.44,119482,7800.73,26.4371,0.0142101,840855,333.48,300.001,0.0786719,0
6.45,119481,7800.73,26.4371,0.0142222,840919,333.533,300.001,0.0786698,0
6.46,119480,7800.74,26.4371,0.0142343,840983,333.587,300.001,0.0786677,0
6.47,119479,7800.74,26.4371,0.0142464,841047,333.64,300.001,0.0786656,0
6.48,119478,7800.74,26.4371,0.0142586,841112,333.693,300.001,0.0786635,0
